"","Focal","Other","NN","QGr","Rr","LRr","Wr"
"2516","78","83","0",0.049,0.1,0.041,0.007
"2517","78","84","0",-0.042,0.08,0.025,-0.071
"2518","78","85","0",-0.042,-0.001,-0.041,-0.123
"2519","78","86","0",-0.174,-0.016,-0.059,-0.23
"2520","78","2D","0",-0.042,-0.003,-0.042,-0.166
"2521","78","N1","0",-0.007,0.03,-0.018,-0.068
"2522","78","N2","0",-0.012,0.002,-0.038,-0.12
"2523","78","N6","0",0.079,0.126,0.062,0.03
"2524","78","N3","0",-0.012,0.087,0.03,-0.069
"2525","78","N5","0",-0.042,0.001,-0.039,-0.152
"2526","78","N8","0",-0.021,0.025,-0.022,-0.166
"2527","79","80","0",-0.018,0.013,-0.017,-0.149
"2528","79","81","0",0.104,0.081,0.016,-0.013
"2529","79","82","0",-0.019,-0.001,-0.026,-0.145
"2530","79","83","0",-0.019,0.078,0.014,-0.072
"2531","79","84","0",-0.018,0.08,0.014,-0.071
"2532","79","85","0",-0.044,-0.004,-0.027,-0.147
"2533","79","86","0",-0.135,-0.017,-0.027,-0.25
"2534","79","2D","0",-0.018,-0.003,-0.024,-0.166
"2535","79","N1","0",-0.043,0.016,-0.017,-0.115
"2536","79","N2","0",0.005,0.003,-0.024,-0.143
"2537","79","N6","0",0.08,0.115,0.033,-0.003
"2538","79","N3","0",-0.019,0.077,0.013,-0.091
"2539","79","N5","0",-0.093,-0.012,-0.031,-0.22
"2540","79","N8","0",0.037,0.03,-0.01,-0.131
"2541","80","82","0",0.097,0.043,-0.009,-0.022
"2542","80","83","0",0.068,0.144,0.075,0.016
"2543","80","84","0",-0.076,0.006,-0.04,-0.16
"2544","80","85","0",-0.105,0.006,-0.039,-0.141
"2545","80","86","0",0.165,0.183,0.216,0.176
"2546","80","2D","0",0.097,0.049,-0.004,-0.019
"2547","80","N1","0",-0.081,0.057,0.001,-0.108
"2548","80","N2","0",-0.048,0.009,-0.037,-0.13
"2549","80","N6","0",0.183,0.16,0.088,0.192
"2550","80","N3","0",-0.019,0.025,-0.024,-0.087
"2551","80","N5","0",-0.163,0.025,-0.024,-0.155
"2552","80","N8","0",0.046,0.036,-0.035,-0.049
"2553","81","82","0",-0.066,0.007,-0.029,-0.098
"2554","81","83","0",-0.028,0.027,-0.016,-0.08
"2555","81","84","0",-0.18,-0.001,-0.032,-0.152
"2556","81","85","0",0.009,0.036,-0.011,0.034
"2557","81","86","0",-0.183,-0.005,-0.026,-0.159
"2558","81","2D","0",-0.01,0.018,-0.021,-0.045
"2559","81","N1","0",-0.13,0.027,-0.015,-0.118
"2560","81","N2","0",-0.066,0.01,-0.027,-0.08
"2561","81","N6","0",-0.028,0.048,-0.004,-0.003
"2562","81","N3","0",0.009,0.024,-0.018,-0.052
"2563","81","N5","0",-0.028,0.062,0.005,-0.05
"2564","81","N8","0",0.127,0.071,0.01,0.097
"2565","82","83","0",0.098,0.071,0.014,0.037
"2566","82","84","0",0.075,0.093,0.031,-0.025
"2567","82","85","0",-0.046,0.065,0.009,-0.007
"2568","82","86","0",-0.094,0.006,-0.041,-0.126
"2569","82","2D","0",0.106,0.045,-0.007,0.015
"2570","82","N1","0",-0.069,0.025,-0.035,-0.087
"2571","82","N2","0",0.126,0.085,0.026,0.09
"2572","82","N6","0",-0.075,0.019,-0.03,-0.1
"2573","82","N3","0",0.012,0.027,-0.023,-0.005
"2574","82","N5","0",-0.161,0.004,-0.043,-0.142
"2575","82","N8","0",0.109,0.05,-0.009,0.049
"2576","83","84","0",-0.092,0.008,-0.038,-0.175
"2577","83","85","0",0.015,0.037,-0.015,-0.038
"2578","83","86","0",-0.151,-0.017,-0.045,-0.25
"2579","83","2D","0",-0.007,0.041,-0.011,-0.074
"2580","83","N1","0",0.06,0.044,-0.008,-0.022
"2581","83","N2","0",0.015,0.027,-0.023,-0.055
"2582","83","N6","0",-0.06,0.016,-0.033,-0.137
"2583","83","N3","0",0.127,0.227,0.15,0.106
"2584","83","N5","0",0.015,0.041,-0.012,-0.058
"2585","83","N8","0",-0.063,0.019,-0.04,-0.132
"2586","84","85","0",-0.021,0.024,-0.011,-0.12
"2587","84","86","0",0.012,0.011,-0.014,-0.089
"2588","84","2D","0",0.066,0.042,-0.004,0.006
"2589","84","N1","0",-0.073,0.016,-0.013,-0.163
"2590","84","N2","0",0.022,0.076,0.008,-0.061
"2591","84","N6","0",-0.108,-0.001,-0.02,-0.179
"2592","84","N3","0",-0.021,0.006,-0.017,-0.133
"2593","84","N5","0",0.066,0.071,0.006,-0.005
"2594","84","N8","0",0.054,0.03,-0.013,-0.079
"2595","85","2D","0",0.019,0.025,-0.016,-0.026
"2596","85","N1","0",-0.068,0.022,-0.024,-0.045
"2597","85","N2","0",0.047,0.027,-0.017,0
"2598","85","N6","0",-0.044,0.083,0.017,-0.029
"2599","85","N3","0",0.002,0.085,0.019,-0.025
"2600","85","N5","0",0.183,0.094,0.024,0.097
"2601","85","N8","0",0.109,0.056,-0.005,0.085
"2602","86","2D","0",0.004,0.011,-0.048,-0.089
"2603","86","N1","0",-0.124,-0.017,-0.03,-0.25
"2604","86","N2","0",0.001,0.027,-0.01,-0.039
"2605","86","N6","0",0.001,0.065,0.007,0.006
"2606","86","N3","0",0.063,0.079,0.013,-0.057
"2607","86","N5","0",-0.124,-0.017,-0.03,-0.25
"2608","86","N8","0",0.016,0.014,-0.016,-0.161
"2609","2D","N1","0",-0.22,0.012,-0.019,-0.132
"2610","2D","N2","0",0.016,0.028,-0.014,-0.016
"2611","2D","N3","0",-0.019,0.021,-0.017,-0.051
"2612","2D","N5","0",-0.088,0.033,-0.011,-0.012
"2613","2D","N8","0",0.11,0.051,-0.006,0.062
"2614","N1","N2","0",0.12,0.063,0.005,0.045
"2615","N1","N6","0",0.051,0.071,0.011,-0.018
"2616","N1","N3","0",-0.156,-0.008,-0.043,-0.213
"2617","N1","N5","0",0.017,0.026,-0.02,-0.115
"2618","N1","N8","0",0.055,0.065,-0.001,-0.057
"2619","N2","N6","0",-0.057,0.025,-0.028,-0.072
"2620","N2","N3","0",-0.057,0.018,-0.034,-0.047
"2621","N2","N5","0",0.017,0.15,0.091,0.047
"2622","N2","N8","0",0.11,0.046,-0.024,0.038
"2623","N6","N3","0",-0.135,0.055,0,-0.158
"2624","N6","N5","0",-0.135,0.008,-0.04,-0.16
"2625","N6","N8","0",0.095,0.051,-0.009,-0.006
"2626","N3","N5","0",-0.028,0.03,-0.019,-0.083
"2627","N3","N8","0",0.013,0.025,-0.03,-0.053
"2628","N5","N8","0",-0.063,0.012,-0.047,-0.136
