population	pop	plant	seed	flower	measdate	Shootthickness	Stemthickness	GAD	ASD	Adepth	Awidth	GSDR	GSDC	GSDL	nMalesR	nMalesC	nMalesL	GWTot	GHR	GHL	GNR	GNL	SWR	SWC	SWL	SLR	Srrs	SLC	Scrs	SLL	Slrs	UBR	UBC	UBL	UBW	LBR	LBC	LBL	LBW																																																																																																																																																																																																																							
T	Tulúm	9	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	9	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	11	1	1	28.10.2008	NA	NA	4.57	3.32	1.05	2.31	4.53	6.16	4.63	3	3	3	5.92	2.5	2.37	10	11	1.36	1.37	1.21	6.54	1.4	7.18	1.29	6.9	1.37	20.44	21.56	19.53	24.3	23.61	27.03	23.55	25.94																																																																																																																																																																																																																							
T	Tulúm	11	1	2	08.12.2008	NA	NA	3.25	3.26	1.12	2.78	5.55	5.87	5.17	3	3	3	6.73	2.71	3.13	11	12	1.37	1.79	1.62	7.33	1.83	7.35	1.64	7.56	1.66	18.77	19.22	18.14	22.21	21.06	23.41	19.47	22.68																																																																																																																																																																																																																							
T	Tulúm	11	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	11	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	11	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	11	3	1	25.06.2009	NA	NA	5.67	2.52	1	2.22	6.02	6.87	6.37	3	3	3	8.62	3.83	4.2	12	12	1.8	1.82	1.7	7.51	1.98	8.06	1.97	7.77	2.47	20.67	22.46	21.71	25.6	23.56	27.28	23.1	25.83																																																																																																																																																																																																																							
T	Tulúm	12	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	12	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	12	2	1	25.11.2008	NA	NA	5.89	4.58	1	2.2	4.94	5.46	5.97	3	3	3	8.7	3.78	4.08	15	15	1.59	1.71	1.53	7.04	1.36	7.72	1.73	7.39	1.77	18.46	20	18.56	23.82	21	24.2	21.13	23.36																																																																																																																																																																																																																							
T	Tulúm	12	2	2	28.10.2008	NA	NA	6.48	6.24	1.29	2.83	5.27	6.29	5.46	3	2	3	9.28	4.36	4.11	14	13	1.71	1.98	1.88	7.9	1.8	8.21	2.06	8.55	2.21	22.83	25.75	22.84	26.68	25.82	29.71	24.27	28.8																																																																																																																																																																																																																							
T	Tulúm	12	3	2	23.03.2009	NA	NA	5.59	3.08	1.1	2.23	5.52	6	5.97	3	3	3	7.78	3.07	3.36	12	13	1.76	1.91	1.67	6.8	2.27	7.83	2.36	7.13	1.77	20.26	21.73	19.5	26.55	22.46	26.86	23.28	26.07																																																																																																																																																																																																																							
T	Tulúm	12	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	14	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	14	3	1	23.03.2009	NA	NA	5.35	4.31	0.99	1.98	3.73	4.83	3.38	3	3	3	6.41	3.19	3.22	12	8	1.4	1.39	1.35	5.2	4.49	6.11	5.66	5.4	4.86	16.94	20.03	19.07	23.3	20.49	25.24	20.57	23.67																																																																																																																																																																																																																							
T	Tulúm	14	4	2	19.05.2009	NA	NA	4.85	4.54	1.17	2.45	6	6.8	6.68	3	3	3	9.5	4.22	4.16	14	12	2.12	2.42	1.98	8.05	2.81	8.07	2.49	7.74	2.63	22.88	25.46	23.54	28.33	23.2	29.68	23.9	28.66																																																																																																																																																																																																																							
T	Tulúm	14	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
T	Tulúm	19	1	2	11.09.2008	NA	NA	5.76	3.61	NA	NA	5.52	7.33	6.41	3	3	3	6.77	2.92	2.37	10	12	1.66	1.79	1.74	6.9	NA	7.25	NA	6.77	NA	17.96	20.35	18.34	22.95	20.46	24.17	19.75	24.52																																																																																																																																																																																																																							
T	Tulúm	19	1	1	11.09.2008	NA	NA	5.18	2.5	NA	NA	5.56	6.3	5.4	3	3	3	8.02	3.78	3.62	14	15	1.66	1.85	1.6	7.38	NA	7.6	NA	7.51	NA	18.17	18.93	18.21	25.31	20.5	22.2	19.72	27.2																																																																																																																																																																																																																							
T	Tulúm	21	2	1	27.10.2008	NA	NA	4.33	2.63	1.14	2.43	4.94	5.44	4.74	3	3	3	7.25	2.95	3.19	11	12	1.74	1.92	1.67	6.62	1.48	7.05	1.3	6.86	1.34	16.79	16.87	15.58	22.52	16.58	20.35	16.67	21.76																																																																																																																																																																																																																							
T	Tulúm	21	2	2	27.10.2008	NA	NA	5.06	2.72	1.3	2.62	5.43	6.83	5.44	3	3	3	7.64	3.2	3.28	12	10	1.76	2.02	2	7.2	1.17	7.56	1.87	6.9	1.46	18.44	19.41	18.36	24.87	19.41	21.96	19.74	25.11																																																																																																																																																																																																																							
T	Tulúm	22	1	2	12.12.2008	NA	NA	3.9	2.61	1.07	2.31	4.75	5.23	4.33	3	3	3	7.06	3.37	3.1	12	12	1.45	1.63	1.39	5.76	0.82	6.02	0.86	5.64	0.99	17.83	18.78	16.97	23.44	21.45	24.15	20.56	25.79																																																																																																																																																																																																																							
T	Tulúm	22	1	1	21.10.2008	NA	NA	4.81	3.14	1.29	2.49	5.04	5.72	4.74	3	3	3	7.57	3.53	3.53	15	21	1.68	1.9	1.89	5.99	1.38	6.46	1.31	5.77	1.26	17.75	19.12	17.52	23.77	17.94	20.68	18.25	24.66																																																																																																																																																																																																																							
V	Valladolid	1	1	2	24.10.2008	NA	NA	2.62	1.78	0.97	1.91	3.56	4.25	3.69	3	3	3	4.68	1.41	1.55	8	9	0.82	0.79	0.75	5.45	1.72	5.36	2.05	5.5	2.16	15.63	18.08	14.79	17.08	15.06	19.04	15.77	18.37																																																																																																																																																																																																																							
V	Valladolid	1	1	1	20.10.2008	NA	NA	2.77	0	1.19	2.5	4.77	4.33	5.09	3	3	3	6.48	1.8	1.79	10	12	1.21	1.39	1.37	9.26	3.65	9.49	3.62	9.28	3.61	18.92	21.08	19.09	23.28	20.66	23.59	20.48	25.36																																																																																																																																																																																																																							
V	Valladolid	1	2	2	22.10.2008	NA	NA	2.48	0	0.95	2.29	4.05	3.91	4.57	3	2	3	5.45	1.27	1.6	10	10	1.21	1.24	1.07	7.23	2.43	7.11	2.57	7.39	2.8	15.33	17.81	15.99	17.79	17.06	19.91	16.34	20.21																																																																																																																																																																																																																							
V	Valladolid	1	2	1	19.09.2008	NA	NA	2.73	0	NA	NA	4.11	3.87	4.49	3	3	3	6.02	2.07	1.99	10	9	1.27	1.53	1.22	7.83	NA	8.12	NA	7.86	NA	16.56	21.91	17.28	20.98	19.92	24.3	18.55	22.63																																																																																																																																																																																																																							
V	Valladolid	2	2	1	21.10.2008	NA	NA	3.77	0	1.24	1.86	4.56	5.04	3.88	3	2	3	5	1.56	1.58	6	9	1.07	1.18	1.15	7.44	3.38	7.3	3.57	7.06	3.32	14.89	17.9	15.18	20.36	17.2	19.91	17.36	21																																																																																																																																																																																																																							
V	Valladolid	2	2	2	08.12.2008	NA	NA	3.69	0.58	0.99	1.99	4.35	3.99	4.2	3	3	3	4.79	1.58	1.52	7	8	0.76	0.72	0.89	6.67	2.47	6.07	3.2	6.3	3.27	14.97	17.07	14.92	16.61	14.31	18.02	15.45	18.82																																																																																																																																																																																																																							
V	Valladolid	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	2	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	5	2	1	19.09.2008	NA	NA	3.26	0	NA	NA	3.88	4.14	4.06	3	3	3	5.28	2.42	2.42	NA	NA	1.2	1.12	1.01	7.3	NA	7.27	NA	7.04	NA	16.01	19.95	17.07	18.09	18.48	20.51	17.14	18.97																																																																																																																																																																																																																							
V	Valladolid	5	2	2	16.02.2009	NA	NA	3.63	0.7	1.09	2.26	3.9	3.6	4.06	3	3	3	5.79	2	2.13	10	10	1.25	1.36	1.26	7.59	2.93	7.61	3.21	7.43	3.11	16.86	18.77	17.17	20.6	18.68	21.75	18.08	20.77																																																																																																																																																																																																																							
V	Valladolid	6	1	1	20.10.2008	NA	NA	3.17	0.54	1.29	2.33	2.3	3.53	3.26	3	3	3	5.31	1.64	1.66	9	9	1.15	1.21	1.22	6.73	2.77	6.6	2.81	6.07	2.79	15.14	17.47	14.47	18.3	15.31	18.24	15.67	18.18																																																																																																																																																																																																																							
V	Valladolid	6	1	2	10.12.2008	NA	NA	3.57	0	0.87	2.12	5.08	4.22	4.72	3	3	3	5.7	1.97	1.92	10	10	1.21	1.29	1.19	7.84	3.68	7.56	3.4	7.76	3.38	14.52	16.81	15.07	17.67	16.07	17.96	16.15	18.45																																																																																																																																																																																																																							
V	Valladolid	6	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	6	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	7	1	1	08.12.2008	NA	NA	3.1	0	1.12	2.17	2.41	3.37	2.54	3	1	3	4.58	1.71	1.8	11	9	1.1	1.03	1.18	5.11	1.86	5.32	2.1	5.35	2.21	12.31	14.57	12.51	14.75	12.7	15.51	13.45	14.8																																																																																																																																																																																																																							
V	Valladolid	7	1	2	16.02.2009	NA	NA	2.61	0	1.07	2.01	3.43	3.46	1.96	3	3	3	4.75	1.89	2.07	9	9	1.34	1.33	1.31	6.16	2.25	5.6	1.88	6.36	2.37	12.4	15.1	13.09	15.41	13.67	17.19	13.68	15.87																																																																																																																																																																																																																							
V	Valladolid	8	4	2	05.03.2009	NA	NA	3.55	0	0.91	1.97	4.21	4.04	5.46	3	3	3	5.14	1.98	1.66	7	9	1.37	1.32	1.29	6.83	2.45	7.32	2.37	7.46	2.98	17.02	20.44	16.27	22.34	20.76	23.67	19.37	24.04																																																																																																																																																																																																																							
V	Valladolid	8	4	1	20.04.2009	NA	NA	3.62	0	1.42	2.13	4.54	4.86	3.84	3	3	3	5.76	2.04	1.92	9	10	1.18	1.22	1.35	6.87	2.23	7.01	2.16	6.99	1.97	15.45	18.71	17.38	18.55	17.49	20.03	17.27	19.94																																																																																																																																																																																																																							
V	Valladolid	11	2	1	30.10.2008	NA	NA	3.57	0	1.25	2.09	3.55	3.81	3.28	3	3	3	5.3	1.94	1.74	8	9	1.12	1.31	1.25	6.46	2.44	6.13	2.24	6.23	2.37	16.57	20.07	17.6	18.14	18.99	20.39	17.98	20.37																																																																																																																																																																																																																							
V	Valladolid	11	2	2	24.03.2009	NA	NA	4.05	2.63	0.89	2	3.48	2.96	3.57	3	3	3	4.05	1.38	1.18	6	5	0.94	0.83	0.76	4.09	1.37	3.93	1.02	4.14	1.43	13.76	15.29	13.46	11.94	14.46	16.51	12.56	14.86																																																																																																																																																																																																																							
V	Valladolid	13	2	2	07.01.2009	NA	NA	4.26	1.07	1.24	2.11	3.17	3.02	3.61	3	3	3	5.36	1.75	1.66	7	8	0.91	1.05	0.98	6.24	2.46	6	2.64	5.78	2.09	15.73	18.22	15.3	17.65	16.81	19.87	15.69	18.12																																																																																																																																																																																																																							
V	Valladolid	13	2	1	30.10.2008	NA	NA	3.63	0.9	0.84	2.05	2.97	4.18	3.18	3	3	2	4.64	1.54	1.31	7	8	1.03	1.13	0.97	6.81	2.37	7.08	2.46	6.86	2.4	14.19	17.37	14.04	15.22	14.23	16.21	14.06	15.76																																																																																																																																																																																																																							
V	Valladolid	14	1	2	16.12.2008	NA	NA	2.94	0	0.88	1.82	2.98	2.86	2.96	2	3	2	4.69	2.02	1.63	8	6	1.07	1.12	1.11	6.51	2.42	6.9	2.79	6.85	2.47	14.14	16.82	14.46	15.68	15.11	17.54	15.54	15.81																																																																																																																																																																																																																							
V	Valladolid	14	1	1	08.12.2008	NA	NA	3.59	0.35	0.83	2	3.54	2.9	3.94	3	3	3	5.29	2.39	2.42	9	10	1.09	1.32	1.3	6.82	2.79	6.99	2.88	7.03	2.95	14.66	17.7	15.39	17.07	15.98	19.26	16.65	18.07																																																																																																																																																																																																																							
V	Valladolid	15	2	1	01.04.2009	NA	NA	3.26	0	1.12	1.94	3.72	3.81	3.39	3	3	3	5.17	2.17	2.04	9	7	1.21	1.53	1.32	6.07	2.26	6.29	1.66	5.81	1.91	14.39	17.49	14.45	18.82	15.63	19.06	16.22	20.17																																																																																																																																																																																																																							
V	Valladolid	15	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	16	2	2	19.01.2009	NA	NA	3.45	0	0.94	2.11	4	4.16	3.45	3	3	3	5.06	2.02	1.55	10	9	1.02	1.08	1.03	6.4	2.38	6.71	2.53	6.27	2.37	14.54	16.83	14	17.41	15.92	17.61	15.87	18.86																																																																																																																																																																																																																							
V	Valladolid	16	2	1	14.01.2009	NA	NA	3.91	0	0.83	1.88	3.33	3.61	3.89	3	3	3	5.19	2	1.57	11	10	1.09	1.28	1.21	6.45	2.54	6.68	2.76	6.71	2.82	14.52	16.42	13.83	17.31	16.29	18.63	16.08	18.66																																																																																																																																																																																																																							
V	Valladolid	17	1	2	19.09.2008	NA	NA	3.69	0	NA	NA	4.52	5.24	4.89	3	3	3	5.74	2	1.7	11	10	1.22	1.18	1.08	7.89	NA	8.02	NA	7.76	NA	18.97	22.57	19.42	23.22	20.93	22.8	18.76	23.13																																																																																																																																																																																																																							
V	Valladolid	17	1	1	09.09.2008	NA	NA	3.4	0	NA	NA	4.02	3.24	3.65	3	3	3	5.15	1.92	1.62	10	11	1.1	1.2	1.14	6.47	NA	6.97	NA	6.33	NA	18.28	21.46	17.9	20.08	19.23	21.92	18.5	21.9																																																																																																																																																																																																																							
V	Valladolid	17	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	17	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	18	3	2	10.11.2008	NA	NA	3.63	0.52	0.62	1.95	3.37	3.64	3.66	3	3	3	3.77	1.18	1.23	7	7	0.96	1.27	1.22	5.27	1.73	5.41	1.57	5.14	1.95	13.61	16	13.42	15.14	13.56	16.86	13.35	15.87																																																																																																																																																																																																																							
V	Valladolid	18	3	1	10.11.2008	NA	NA	3.13	0.56	0.75	1.96	3.09	4.19	3.55	2	2	3	3.91	1.18	1.13	5	5	1.23	1.25	1.13	5.55	1.97	5.78	2.15	5.36	1.82	12.66	15.05	13.3	14.09	13.46	15.28	13.04	14.65																																																																																																																																																																																																																							
V	Valladolid	18	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	18	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	20	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	20	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	21	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	21	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
V	Valladolid	21	4	2	06.05.2009	NA	NA	3.08	0	0.9	1.92	3.1	4.22	5.3	2	2	2	5.61	2.01	1.94	10	8	1.19	1.39	1.21	7.22	2.75	6.98	2.85	7.24	2.96	16	18.92	15.82	20.38	16.2	18.82	16.7	21.88																																																																																																																																																																																																																							
V	Valladolid	21	4	1	25.11.2008	NA	NA	2.92	0	1.07	1.93	3.38	3.87	3.29	3	3	3	4.02	1.65	1.74	8	8	0.92	0.94	0.86	5.27	2.14	5.55	2.43	5.25	2.29	12.56	14.33	12.58	14.97	13.78	16.46	12.93	15.66																																																																																																																																																																																																																							
X	Bolonchén_de_Rejón	7	1	2	24.10.2008	NA	NA	3.78	0	0.9	2.5	3.83	5.1	4.22	3	3	3	6.07	2.21	1.87	10	10	1.23	1.28	1.31	7.85	3.12	7.94	2.89	7.66	3.06	16.75	18.95	16.55	21.06	18.01	20.74	18.2	22.32																																																																																																																																																																																																																							
X	Bolonchén_de_Rejón	7	1	1	20.10.2008	NA	NA	4.06	1.52	1.47	2.25	3.83	6.06	4.27	3	3	3	5.42	1.85	1.9	10	10	1.04	1.16	1.08	6.92	2.46	7.21	2.81	6.8	2.21	14.14	15.63	14.48	17.97	15.66	18.75	16.52	19.63																																																																																																																																																																																																																							
X	Bolonchén_de_Rejón	7	2	1	21.10.2008	NA	NA	2.88	0	1.08	2.19	4.25	3.63	3.93	3	3	3	5.21	1.95	1.91	8	8	1	0.93	0.96	7.2	3.01	7.26	2.5	7.28	3.28	15.95	17.88	16.56	21.42	15.78	19.44	16.93	23.32																																																																																																																																																																																																																							
X	Bolonchén_de_Rejón	7	2	2	14.01.2009	NA	NA	2.91	0.73	1.04	2.26	5.62	6.26	4.6	3	3	3	5.85	1.88	1.99	10	10	1.12	1	1.1	6.81	2.61	7.27	2.79	7.3	2.97	13.6	16.18	14.4	18.52	16.97	20.36	17.28	21.32																																																																																																																																																																																																																							
XU	Chemax	1	3	1	20.04.2009	NA	NA	3.1	0	0.79	2.06	3.67	4.31	4.94	3	3	3	5.89	2.42	2.35	12	14	1	1.2	1.03	7.95	3.43	8.06	3.75	8.08	3.37	16.94	21.51	18.28	20.71	19.28	22.96	19.54	22.55																																																																																																																																																																																																																							
XU	Chemax	1	3	2	19.05.2009	NA	NA	2.96	0	0.71	1.98	4.71	4.27	4.45	3	3	3	4.99	2.19	2.23	10	10	1.05	1.15	0.96	7.73	3.01	7.79	3.36	7.47	3.8	16.63	20.08	17.69	19.59	17.36	21.1	17.45	21.14																																																																																																																																																																																																																							
XU	Chemax	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	1	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	1	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	1	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	2	5	1	16.02.2009	NA	NA	4.18	0	1.17	2.18	3.74	3.82	4.39	3	3	2	4.85	2.04	2.3	8	8	1.41	1.68	1.38	7.73	3.02	7.97	2.96	7.76	3.28	18.19	22.21	17.98	23.52	19.94	23.87	18.25	24.13																																																																																																																																																																																																																							
XU	Chemax	2	5	2	17.02.2009	NA	NA	3.07	0	1.02	2.07	4.57	3.64	4.31	3	2	3	4.74	1.68	1.67	9	12	1.29	1.19	1.23	7.65	2.58	7.45	2.7	7.17	2.28	16.49	21.42	19.12	23.3	17.84	23.17	20.8	24.35																																																																																																																																																																																																																							
XU	Chemax	2	6	1	21.10.2008	NA	NA	2.87	0	1.33	2.15	4.73	3.26	3.93	3	3	3	4.93	1.61	1.55	8	8	0.91	1.13	1.03	7.01	2.46	7.69	2.93	7.13	2.75	13.71	17.98	13.97	16.84	15.71	19.39	16.87	18.72																																																																																																																																																																																																																							
XU	Chemax	2	6	2	06.05.2009	NA	NA	3.01	0.22	1.21	1.69	3.63	5.04	5.08	3	3	3	4.05	1.41	1.55	8	7	0.9	1.08	0.95	6.08	2.12	6.54	2.38	6.3	2.27	13.85	16.84	14.05	16.33	14.53	18.52	14.46	17.01																																																																																																																																																																																																																							
XU	Chemax	2	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	2	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	5	2	2	07.01.2009	NA	NA	3.2	0	0.8	2.45	3.33	4.19	4.36	2	2	2	5.91	2.05	2.22	10	11	0.89	0.85	0.96	7.09	2.11	7.16	2.28	6.82	1.94	15.4	18.33	16.18	18.71	15.41	18.56	16.21	19.52																																																																																																																																																																																																																							
XU	Chemax	5	2	1	25.11.2008	NA	NA	3.72	0	0.91	1.77	4.04	4.86	3.33	3	3	2	5.25	1.95	1.97	11	11	0.84	1.18	1.07	6.31	1.93	6.67	2.13	6.59	2.09	14.71	17.95	14.94	18.14	15.88	18.5	15.89	18.6																																																																																																																																																																																																																							
XU	Chemax	5	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	5	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	5	4	1	19.05.2009	NA	NA	2.82	0	0.77	1.93	2.77	3.23	3.85	3	3	2	6	2.09	2.29	9	11	1.41	1.55	1.38	7.94	2.94	8.01	2.85	7.09	2.76	18.18	20.96	17.85	19.74	19.46	21.73	18.36	21.25																																																																																																																																																																																																																							
XU	Chemax	5	4	2	17.06.2009	NA	NA	2.26	0	0.89	1.83	2.94	3.61	2.92	3	2	3	5.33	2.32	2.25	9	9	1.17	1.22	1.17	7.26	2.73	7.07	2.49	6.84	2.89	16.62	20.64	17.54	22.37	18.86	21.69	19.02	24.21																																																																																																																																																																																																																							
XU	Chemax	5	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	5	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	7	1	1	19.09.2008	NA	NA	2.52	0	NA	NA	2.75	3.64	3.62	3	3	3	5.65	2.36	2.43	10	12	1.01	1.26	1.15	6.8	NA	7.12	NA	6.94	NA	15.89	19.15	14.9	19.28	17.29	20.63	17.94	20.6																																																																																																																																																																																																																							
