country,pop,sire,dam,flowering.start.jd,petal.width.mm,petal.length.mm,fruits,flowers,rosette.size.cm2,inflorescences,leaf.damage.percent
norway,SPIT,SPIT36,SPIT363,140,3.4,2.1,7,14,7.20995514,3,0
norway,VIS,VIS6,VIS61,137,2.6666666667,2.2666666667,12,28,4.500001609,3,0
sweden,STUC,STUC49,STUC493,144,3.5666666667,3.7,8,19,2.902643116,3,0
norway,SPIT,SPIT11,SPIT115,140,2.8,2.3,8,17,4.866719719,1,0
sweden,STUC,STUC40,STUC401,140,3.35,1.8333333333,3,12,4.84936242,2,0
norway,SPIT,SPIT47,SPIT471,137,2.6333333333,2.5,21,46,4.168202301,3,5
sweden,STUC,STUC12,STUC121,137,3.05,1.7,18,28,2.586159072,2,5
sweden,STUS,STUS36,STUS364,140,3.0666666667,3.7333333333,8,31,13.58982296,2,0
sweden,STUS,STUS6,STUS63,140,2.6,3.0666666667,1,6,1.908517537,1,5
sweden,STUC,STUC13,STUC131,140,3,3,9,19,7.160003817,1,10
norway,VIS,VIS67,VIS671,140,3,2.7,8,16,9.293773547,2,0
norway,SPIT,SPIT6,SPIT62,137,2.6333333333,2.6666666667,21,47,10.13048177,3,0
sweden,STUC,STUC40,STUC404,144,3.65,2.2,3,11,5.645206379,2,0
norway,SPIT,SPIT39,SPIT392,137,2.4333333333,2.3666666667,12,25,4.950647367,3,5
norway,VIS,VIS59,VIS594,144,3.2666666667,3.6333333333,5,10,2.189564416,3,0
norway,SPIT,SPIT19,SPIT194,140,2.7,1.8,5,11,6.694655405,1,0
sweden,STUS,STUS7,STUS75,140,3.1333333333,3.1333333333,10,22,1.841224622,4,0
sweden,STUC,STUC21,STUC212,140,3.9666666667,4.0666666667,8,21,8.782714962,6,0
sweden,STUC,STUC65,STUC654,137,2.6,3,16,35,2.259119277,5,5
norway,SPIT,SPIT19,SPIT191,137,2.7333333333,2.6333333333,15,33,4.465302718,3,5
sweden,STUC,STUC25,STUC252,146,3.7,3.6,8,21,2.035830579,1,0
sweden,STUS,STUS45,STUS451,134,3.8,2.3,0,3,1.970406912,2,0
norway,SPIT,SPIT61,SPIT611,140,2.8,2.8,14,30,3.563194388,5,0
sweden,STUS,STUS40,STUS405,148,3.4,2.1666666667,2,9,1.124753002,2,0
sweden,STUC,STUC54,STUC543,146,2.1,1.4333333333,0,4,1.982737663,1,0
norway,SPIT,SPIT2,SPIT21,140,3.0666666667,2.6333333333,2,11,3.555261866,3,5
sweden,STUC,STUC15,STUC152,140,3.1666666667,3.1666666667,5,20,2.164808666,3,0
sweden,STUC,STUC49,STUC493,137,3.4666666667,3.5666666667,12,33,3.955932739,7,0
sweden,STUC,STUC15,STUC152,146,2.7333333333,2.7,6,18,0.7960167466,2,5
sweden,STUC,STUC46,STUC463,140,3.1666666667,2.9666666667,0,7,3.332915646,7,0
sweden,STUS,STUS32,STUS325,140,3.2333333333,3.6333333333,7,29,2.450944925,5,0
norway,VIS,VIS66,VIS663,137,3,2.6,8,17,5.705195091,1,0
norway,VIS,VIS19,VIS193,137,2.7333333333,2.4333333333,32,70,5.94929684,6,20
sweden,STUC,STUC15,STUC152,137,2.6666666667,2.1666666667,4,26,1.272517812,5,10
norway,SPIT,SPIT51,SPIT514,140,3.95,2.0666666667,9,17,3.448903247,1,0
norway,SPIT,SPIT11,SPIT115,140,2.65,2.0666666667,3,3,1.052087964,1,0
sweden,STUC,STUC40,STUC405,140,3.2,3.5,5,10,1.993340539,1,0
norway,VIS,VIS57,VIS573,140,3.1,3.6333333333,6,16,14.88643679,3,0
sweden,STUC,STUC31,STUC311,151,2.6333333333,2.6666666667,3,5,1.17929105,1,10
sweden,STUS,STUS42,STUS422,171,3.5,4.2,0,2,4.732652253,1,0
norway,SPIT,SPIT22,SPIT221,140,3.1,3.1666666667,13,31,5.420629628,3,10
norway,SPIT,SPIT64,SPIT642,137,1.9333333333,2.0333333333,14,28,2.838036263,2,0
sweden,STUC,STUC18,STUC184,151,2.85,1.4666666667,0,8,3.363389095,2,0
sweden,STUS,STUS42,STUS422,151,3.4,3.3,1,12,4.730296059,2,0
norway,VIS,VIS57,VIS571,137,2.6333333333,2.6,49,110,10.0462007,10,0
norway,VIS,VIS7,VIS75,140,2.4666666667,2.4666666667,12,25,14.18692977,3,0
sweden,STUC,STUC59,STUC595,140,2.75,1.9333333333,18,39,5.799380039,9,0
sweden,STUC,STUC36,STUC363,140,4.1,4.1,0,11,2.923566123,3,0
sweden,STUS,STUS1,STUS11,140,2.7666666667,3,14,43,5.390972994,5,0
norway,VIS,VIS27,VIS274,140,3.4,3.2333333333,14,31,14.44653528,5,0
sweden,STUS,STUS51,STUS511,140,3.1666666667,2.9,14,35,3.436603912,6,0
sweden,STUS,STUS17,STUS172,140,2.6,2.9333333333,34,90,13.61872561,9,0
sweden,STUS,STUS49,STUS496,140,2.8666666667,2.9666666667,9,38,2.340423695,7,0
norway,VIS,VIS26,VIS262,140,2.6,2.7,23,63,10.63868936,8,0
sweden,STUS,STUS38,STUS382,140,3.9,3.9,8,28,9.160318691,5,10
norway,VIS,VIS63,VIS633,155,3.1,3.6,1,3,1.627344995,1,15
norway,VIS,VIS69,VIS691,137,2.5666666667,2.4333333333,18,37,5.648505051,2,10
sweden,STUS,STUS54,STUS542,140,3.1333333333,3.3666666667,43,118,4.99034139,10,0
norway,SPIT,SPIT33,SPIT332,140,3.4666666667,3.4666666667,13,30,9.453735591,1,10
norway,VIS,VIS66,VIS664,137,3.1333333333,3.2333333333,5,18,3.947850992,3,10
sweden,STUS,STUS35,STUS353,144,2.65,2.0666666667,14,28,5.186714493,3,10
sweden,STUC,STUC1,STUC14,155,3.4,3.9,1,5,1.345905417,1,0
norway,SPIT,SPIT31,SPIT314,137,2.4,2.4,12,27,2.372844931,4,0
sweden,STUC,STUC15,STUC155,140,3.3666666667,3.3,31,71,6.515270464,8,0
norway,VIS,VIS26,VIS263,144,3.4,1.9666666667,0,6,8.063486594,2,10
sweden,STUC,STUC22,STUC222,146,2.2,1.4666666667,3,9,3.979455414,1,10
sweden,STUS,STUS20,STUS202,137,3.6333333333,3.3,27,75,5.346676537,6,0
sweden,STUS,STUS36,STUS361,140,3.2666666667,3,4,27,3.544258438,4,0
norway,VIS,VIS7,VIS73,137,2.35,1.5333333333,5,11,2.516494255,2,0
sweden,STUC,STUC54,STUC544,140,2.8,3.5,6,17,3.577645714,3,0
sweden,STUS,STUS62,STUS624,140,3.0666666667,3,12,29,3.563885538,3,10
norway,VIS,VIS64,VIS642,137,2.8333333333,2.6666666667,20,44,2.406899796,5,0
norway,VIS,VIS6,VIS62,146,3.65,2.7666666667,4,8,5.515458602,1,0
norway,SPIT,SPIT21,SPIT212,137,2.4,2.4666666667,7,15,0.8578118741,4,10
norway,SPIT,SPIT44,SPIT444,140,2.9,3.7,6,11,11.74954082,2,0
norway,VIS,VIS65,VIS653,140,2.3,2.3,6,12,3.052779829,2,10
norway,SPIT,SPIT65,SPIT654,137,2.4,2.1666666667,30,63,8.642081567,4,15
norway,SPIT,SPIT69,SPIT691,137,2.6,2.2,7,13,1.298545907,2,20
