ind,block,dam,sire,germination,male fl,measdate,bloss,GAD,ASD,GSDl,GSDc,GSDr,mfl,mfc,mfr,GWl,GWr,Gwtot,GHl,GHr,GNl,GNr,SWl,SWc,SWr,SLl,SLc,SLr,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,
70001,1,40117,40026,2/25/2005,1,6/14/2005,1,2.93,0.00,5.17,5.37,3.81,3,3,3,3.28,3.46,6.32,2.78,2.79,10,11,1.15,1.09,1.06,,,,14.46,16.20,14.25,17.63,15.41,18.16,16.12,18.11,
70001,1,40117,40026,2/25/2005,1,6/4/2006,2,3.65,0.19,4.36,4.87,4.05,3,3,3,3.16,3.58,6.07,2.31,2.97,11,11,0.99,1.07,0.95,6.51,6.43,6.60,13.73,15.58,13.70,17.47,14.11,16.45,14.67,16.23,
70002,2,40131,40131,2/25/2005,1,6/3/2006,1,2.33,2.81,7.29,7.47,6.42,3,3,3,3.40,3.40,6.31,2.54,2.51,8,9,1.20,1.14,1.10,8.67,8.42,8.81,17.71,20.88,17.39,20.54,22.75,26.01,21.36,21.52,
70002,2,40131,40131,2/25/2005,1,6/10/2006,2,2.84,2.41,7.79,7.47,8.18,3,3,3,3.26,3.63,6.36,2.72,2.85,9,10,1.18,1.29,1.25,9.28,9.40,9.42,17.82,20.84,17.49,20.06,19.77,22.71,19.82,20.05,
70003,2,40131,40131,2/25/2005,1,12/20/2005,1,3.13,1.78,6.63,7.06,6.63,3,3,3,2.50,2.44,4.82,2.33,2.13,7,7,1.02,0.95,0.94,7.93,7.99,8.07,16.81,19.09,16.11,16.45,18.62,22.27,18.72,16.09,
70003,2,40131,40131,2/25/2005,1,6/19/2006,2,2.73,1.24,5.93,6.50,6.58,3,2,3,2.48,2.75,4.55,1.45,1.88,4,6,0.66,0.74,0.85,7.64,7.42,7.53,15.33,16.39,14.92,15.10,16.32,19.10,17.17,16.10,
70004,4,40075,40103,2/25/2005,1,8/3/2005,1,3.43,0.00,5.48,5.85,5.11,3,3,3,4.01,3.39,6.75,3.14,2.88,13,10,1.15,1.07,1.19,,,,15.07,18.46,16.29,20.77,16.99,20.33,18.48,21.97,
70004,4,40075,40103,2/25/2005,1,1/9/2006,2,3.80,0.00,6.29,5.69,5.54,3,3,3,3.55,3.95,7.09,3.13,3.36,9,9,1.26,1.27,1.22,10.32,10.12,10.23,18.05,20.37,17.55,21.45,20.60,24.16,20.03,21.10,
70005,4,40075,40103,2/25/2005,1,6/17/2005,1,3.65,0.41,5.19,6.09,7.22,3,3,3,3.67,4.09,7.37,3.04,3.00,9,10,1.23,1.30,1.22,,,,20.01,22.26,18.78,23.21,21.15,24.78,20.78,25.29,
70005,4,40075,40103,2/25/2005,1,12/19/2005,2,3.87,0.29,6.40,6.46,5.35,3,3,3,3.74,3.63,6.89,2.88,3.11,11,13,1.20,1.14,1.13,10.00,9.51,9.43,18.10,21.05,18.27,20.96,20.60,24.69,19.83,20.82,
70006,7,40124,40124,2/25/2005,1,6/8/2005,1,3.02,0.00,4.88,4.92,4.76,3,3,3,3.38,3.05,5.81,2.29,2.50,9,9,1.11,1.08,1.00,,,,14.66,16.32,14.59,17.75,16.08,18.17,16.14,17.85,
70006,7,40124,40124,2/25/2005,1,1/3/2006,2,2.89,0.00,3.68,5.42,4.63,3,3,3,3.74,3.46,6.79,2.78,2.80,9,9,1.13,1.22,1.19,6.96,7.90,7.96,18.78,21.11,18.78,21.51,21.76,24.06,22.10,23.26,
70007,9,40109,40118,2/25/2005,1,8/3/2005,1,3.14,0.00,4.72,5.33,4.69,3,3,3,4.14,3.28,6.71,2.61,2.70,11,9,1.04,1.05,1.13,,,,17.83,20.83,17.63,18.96,19.78,22.25,19.52,21.79,
70007,9,40109,40118,2/25/2005,1,12/19/2005,2,2.92,0.67,5.53,5.18,4.49,3,3,3,3.54,3.23,6.64,2.73,2.55,9,11,1.30,1.23,1.23,8.47,8.40,8.52,18.29,22.32,19.39,22.02,21.05,24.69,20.69,21.41,
70009,4,40103,40114,2/25/2005,1,5/24/2006,1,3.11,0.00,6.28,5.82,5.50,3,3,3,3.78,4.02,7.21,2.75,3.19,10,12,1.34,1.24,1.25,9.68,9.79,10.08,16.49,20.08,16.73,21.05,17.94,21.82,18.02,20.45,
70009,4,40103,40114,2/25/2005,1,6/8/2006,2,2.99,0.00,5.13,5.72,5.09,3,3,3,3.78,3.85,7.23,2.74,3.01,10,12,1.28,1.29,1.33,9.06,8.73,8.96,16.30,18.07,15.84,19.23,17.39,20.16,17.36,19.54,
70010,9,40118,40025,2/25/2005,2,6/16/2006,1,2.01,0.00,4.23,4.09,3.50,3,3,3,3.92,3.26,6.08,1.92,1.91,8,6,1.32,1.31,1.25,8.36,8.30,8.48,16.84,19.96,16.76,20.51,18.76,22.09,18.79,20.62,
70010,9,40118,40025,2/25/2005,1,6/20/2006,2,2.77,0.00,4.79,5.47,5.07,3,3,3,3.52,3.54,6.46,2.82,2.85,12,11,1.10,1.19,0.98,7.71,7.59,7.53,15.46,17.67,15.68,19.53,18.32,20.57,17.97,20.62,
70011,9,40118,40025,2/25/2005,1,8/23/2005,1,2.90,1.19,5.12,6.07,5.51,3,3,3,3.47,3.86,6.73,2.63,2.67,9,9,1.01,1.04,1.04,,,,17.08,18.95,17.05,20.36,18.36,21.67,18.00,20.93,
70011,9,40118,40025,2/25/2005,1,12/20/2005,2,3.93,0.56,6.85,7.30,6.57,3,3,3,3.64,2.71,6.21,2.63,2.15,9,9,1.15,1.12,1.17,8.93,8.12,8.86,16.36,19.20,16.82,20.64,18.30,21.56,18.27,21.89,
70012,1,40026,40117,2/25/2005,1,6/14/2005,1,2.96,4.98,4.98,4.99,4.55,3,3,3,3.34,3.25,6.51,2.67,2.87,10,13,1.08,1.13,1.09,,,,14.88,16.68,15.54,17.86,16.46,18.96,17.15,19.35,
70012,1,40026,40117,2/25/2005,1,8/3/2005,2,3.51,0.00,4.99,4.67,3.55,3,3,3,3.95,3.76,7.03,2.69,3.14,10,12,1.27,1.27,1.22,,,,15.38,17.54,15.65,19.29,17.10,20.40,17.97,19.98,
70014,4,40153,40153,2/25/2005,1,6/3/2006,1,2.57,2.45,6.50,7.05,4.69,3,3,3,4.76,3.38,7.14,2.92,2.60,10,9,1.19,1.25,1.31,8.91,8.85,8.84,19.48,21.95,19.02,21.35,22.34,26.42,21.15,22.32,
70014,4,40153,40153,2/25/2005,1,6/10/2006,2,2.56,2.21,6.46,7.21,5.40,3,3,3,4.09,4.64,7.79,2.92,3.01,10,10,1.33,1.27,1.36,9.14,9.81,9.18,16.40,20.54,18.54,22.47,19.77,22.85,20.16,22.45,
70015,5,40065,40090,2/25/2005,1,6/5/2006,1,3.20,0.00,5.68,6.02,5.29,3,3,3,3.90,3.54,6.93,2.83,2.93,10,9,1.20,1.15,1.23,9.73,9.71,10.21,18.27,21.76,16.86,21.86,19.17,22.83,19.30,21.87,
70015,5,40065,40090,2/25/2005,2,6/16/2006,2,3.13,1.79,5.86,7.55,4.83,3,3,3,3.77,4.69,7.51,3.13,2.97,11,9,1.37,1.38,1.16,11.03,11.28,11.27,19.83,24.48,20.68,24.90,21.43,26.28,22.63,24.34,
70016,5,40065,40090,2/25/2005,2,5/23/2006,1,3.51,0.60,5.37,6.83,5.98,3,3,3,3.30,3.36,6.23,2.55,2.61,9,10,1.17,1.19,1.20,9.27,9.67,9.61,21.54,22.23,22.45,24.26,19.44,23.10,20.34,20.97,
70016,5,40065,40090,2/25/2005,1,5/24/2006,2,2.93,0.78,5.52,6.01,4.68,3,3,3,3.76,3.49,7.25,3.09,3.10,12,10,1.28,1.24,1.36,10.10,10.19,10.31,18.45,23.08,19.43,22.79,22.49,28.42,22.87,24.01,
70017,7,40124,40019,2/25/2005,1,12/8/2005,1,4.48,0.00,6.11,6.31,5.86,3,3,3,3.71,3.90,6.99,2.85,2.75,7,10,1.21,1.20,1.27,,,,17.13,19.47,16.88,20.21,20.46,23.11,20.44,19.64,
70017,7,40124,40019,2/25/2005,1,12/23/2005,2,2.71,0.73,5.61,5.98,5.64,3,3,3,2.99,2.88,5.37,2.36,2.39,10,9,0.98,0.90,0.95,6.99,6.70,6.96,16.39,17.77,15.95,16.98,18.54,20.51,18.56,16.95,
70018,9,40143,40060,2/25/2005,1,6/5/2006,1,3.59,0.00,4.52,5.58,4.24,3,3,3,3.59,3.49,6.80,2.99,2.74,9,9,1.25,1.34,1.26,7.88,8.28,8.46,19.75,20.86,18.86,21.64,21.06,23.69,21.40,22.29,
70018,9,40143,40060,2/25/2005,1,6/14/2006,2,2.89,0.00,4.18,5.55,4.55,3,3,3,3.45,3.57,6.63,2.76,2.47,9,7,1.23,1.34,1.24,8.52,8.68,8.57,21.05,22.70,20.31,23.41,22.16,26.09,22.40,22.89,
70019,9,40143,40060,2/25/2005,1,9/2/2005,1,3.50,0.57,5.86,6.69,5.99,3,2,3,3.92,4.16,7.50,2.71,2.82,9,9,1.16,1.22,1.20,,,,17.84,19.66,18.20,20.77,21.00,24.33,21.64,21.14,
70019,9,40143,40060,2/25/2005,1,12/13/2005,2,3.93,0.56,6.85,7.30,6.57,3,3,3,3.93,4.13,7.25,2.51,2.69,8,10,1.19,1.22,1.09,9.61,9.92,9.99,18.77,21.95,19.75,21.64,20.95,24.05,20.16,19.94,
70020,1,40053,40117,2/25/2005,1,8/25/2005,1,3.38,0.00,5.56,6.02,4.72,3,3,3,4.07,4.23,7.73,3.28,3.27,12,10,1.34,1.25,1.27,,,,18.13,19.71,17.67,22.46,20.14,22.72,19.35,23.37,
70020,1,40053,40117,2/25/2005,2,1/9/2006,2,3.54,0.00,6.31,5.40,5.94,3,3,3,3.76,3.36,6.51,2.82,2.97,11,12,1.02,1.23,1.20,8.83,8.42,8.89,16.05,18.03,15.64,20.31,18.83,21.40,18.87,20.30,
70023,3,40094,40144,2/25/2005,1,8/23/2005,1,2.76,1.09,6.00,6.53,5.80,3,3,3,4.18,3.73,7.19,3.29,3.38,12,12,1.10,1.05,0.88,,,,17.82,21.89,18.36,21.27,20.96,23.55,20.33,23.00,
70023,3,40094,40144,2/25/2005,1,6/8/2006,2,3.36,0.54,4.84,2.96,5.22,3,3,3,4.28,4.12,7.59,3.00,2.95,11,9,1.15,1.13,0.97,8.29,8.87,8.63,18.00,21.56,19.14,21.01,20.55,24.99,22.73,22.46,
70024,4,40103,40153,2/25/2005,1,8/3/2005,1,2.90,0.49,5.05,5.91,5.56,3,3,3,3.21,3.68,6.38,2.76,2.99,9,9,1.22,1.26,1.15,,,,16.60,19.03,16.02,18.46,18.39,20.50,18.37,20.92,
70024,4,40103,40153,2/25/2005,1,8/25/2005,2,3.55,1.92,5.30,7.21,6.43,3,3,3,3.91,4.05,6.93,3.22,2.84,9,9,1.28,1.26,1.20,,,,17.03,20.03,17.13,19.87,19.07,21.04,18.63,20.15,
70025,5,40065,40044,2/25/2005,1,8/3/2005,1,4.21,0.00,5.26,6.72,5.25,3,3,3,3.63,3.95,7.31,3.16,3.18,10,11,1.33,1.26,1.30,,,,16.89,19.87,17.56,20.55,17.81,21.53,19.78,20.42,
70025,5,40065,40044,2/25/2005,1,5/24/2006,2,3.67,1.19,6.44,6.30,6.06,3,3,3,3.25,3.12,5.79,2.10,2.19,8,8,1.37,1.32,1.28,9.27,9.58,9.12,15.09,17.88,15.70,18.59,16.98,19.68,16.49,19.06,
70026,5,40065,40044,2/25/2005,1,11/16/2005,1,2.98,0.00,4.53,5.45,5.44,3,3,3,3.52,3.70,6.42,2.40,2.45,13,10,1.18,1.04,1.06,,,,14.15,15.94,14.47,18.73,14.84,17.10,14.68,17.79,
70026,5,40065,40044,2/25/2005,1,6/19/2006,2,3.03,0.00,5.54,5.84,5.51,3,3,3,3.45,3.52,6.33,2.73,3.28,10,12,1.43,1.28,1.31,9.42,9.50,9.42,15.00,18.42,15.51,19.62,17.17,20.24,17.01,19.93,
70027,6,40018,40096,2/25/2005,1,6/7/2005,1,2.79,0.00,3.54,4.23,4.29,3,3,3,3.13,3.32,5.98,2.56,2.51,12,11,1.07,1.09,1.03,,,,14.23,16.12,14.34,16.45,16.21,18.75,15.93,16.70,
70027,6,40018,40096,2/25/2005,1,6/8/2005,2,2.77,0.00,5.37,5.10,4.78,3,3,3,3.24,2.99,6.11,2.51,2.42,12,12,1.16,1.04,1.06,,,,15.48,17.78,16.05,17.54,17.36,19.25,17.22,19.15,
70028,9,40143,40025,2/25/2005,1,6/13/2005,1,2.62,0.00,5.04,5.40,4.74,3,3,3,3.34,2.85,5.91,2.40,2.58,12,10,0.99,0.98,1.01,,,,13.72,16.04,14.99,19.00,14.98,16.49,15.41,16.43,
70028,9,40143,40025,2/25/2005,1,12/14/2005,2,3.25,0.00,5.47,4.80,5.03,3,3,3,2.86,3.10,5.73,2.61,2.50,9,9,1.12,1.14,1.10,7.58,7.61,7.37,10.70,16.11,14.39,15.60,12.96,17.47,14.91,15.53,
70029,9,40143,40025,2/25/2005,1,6/1/2006,1,3.25,0.42,4.21,5.28,5.27,3,3,3,2.99,2.76,5.13,2.36,2.22,10,11,1.03,1.08,1.10,7.33,7.46,7.58,14.07,16.54,14.87,17.37,15.84,18.23,16.05,16.77,
70029,9,40143,40025,2/25/2005,1,6/14/2006,2,3.53,1.04,,5.16,5.65,3,3,3,3.71,3.58,6.75,2.82,2.81,11,9,,1.06,1.11,,7.89,9.21,15.69,19.03,16.15,19.36,17.41,20.22,17.47,19.09,
70030,1,40053,40053,2/25/2005,1,6/7/2005,1,3.13,0.00,3.80,4.75,4.10,3,3,3,2.85,2.85,5.81,2.72,2.74,8,11,1.18,1.22,1.12,,,,17.01,19.63,17.44,22.17,19.17,22.82,19.53,21.86,
70030,1,40053,40053,2/25/2005,1,5/24/2006,2,3.88,0.00,5.97,6.38,6.02,3,3,3,3.54,3.91,6.74,2.92,2.74,14,12,1.24,1.23,1.42,8.96,9.11,9.31,19.66,21.06,19.51,25.35,21.62,25.01,20.85,24.53,
70031,1,40053,40053,2/25/2005,1,6/14/2005,1,3.57,0.00,4.14,5.94,4.73,3,3,3,3.25,3.30,6.00,2.52,2.74,10,11,1.12,1.16,1.05,,,,15.30,17.10,15.85,19.91,17.07,18.14,17.20,19.53,
70031,1,40053,40053,2/25/2005,1,8/25/2005,2,3.96,0.00,5.93,5.35,6.22,3,3,3,2.92,2.26,5.11,2.71,2.58,9,9,1.09,0.99,1.18,,,,17.29,17.59,15.82,21.68,20.75,23.08,20.12,24.26,
70032,2,40131,40154,2/25/2005,1,12/22/2005,1,2.69,0.00,5.64,5.54,4.75,3,3,3,4.04,4.03,7.55,3.12,3.20,10,10,1.13,1.23,1.11,9.11,8.67,8.90,19.36,21.02,19.62,20.23,21.25,23.96,21.58,20.18,
70032,2,40131,40154,2/25/2005,1,6/9/2006,2,4.50,0.00,,5.86,5.84,3,3,3,4.31,4.03,7.44,2.83,2.93,10,10,,1.25,1.12,,8.74,8.95,21.06,24.86,19.98,22.83,22.06,24.99,22.34,21.42,
70033,3,40142,40146,2/25/2005,1,1/9/2006,1,2.78,1.12,5.35,5.86,5.16,3,2,3,2.88,2.99,5.34,2.17,2.17,9,10,0.98,1.02,1.00,6.40,6.77,6.57,14.27,16.07,14.40,15.56,15.67,18.27,12.66,16.62,
70033,3,40142,40146,2/25/2005,1,5/23/2006,2,2.46,0.00,5.75,5.46,4.45,3,3,3,3.08,3.67,6.11,2.44,2.61,11,11,1.19,1.17,1.27,8.34,7.97,7.66,16.80,19.56,17.52,19.10,17.83,20.92,18.64,21.21,
70034,4,40103,40075,2/25/2005,1,6/8/2005,1,3.65,0.00,5.24,5.42,5.47,3,3,3,3.68,3.85,6.89,2.69,2.88,10,10,1.22,1.38,1.20,,,,17.88,21.53,18.43,20.95,19.16,21.82,19.35,20.31,
70034,4,40103,40075,2/25/2005,1,6/13/2005,2,3.62,0.00,6.41,6.07,5.98,3,3,3,3.18,3.34,6.20,2.41,2.40,11,9,0.93,1.07,1.02,,,,15.72,18.46,16.17,18.76,17.11,19.49,17.69,19.45,
70035,6,40145,40145,2/25/2005,1,8/4/2005,1,3.07,0.00,4.61,5.28,4.78,3,3,2,3.86,4.14,6.93,2.48,2.57,10,10,0.91,0.91,0.92,,,,16.27,17.91,16.80,17.56,17.20,20.08,17.59,18.33,
70035,6,40145,40145,2/25/2005,2,1/6/2006,2,3.10,0.00,5.64,5.90,4.08,3,2,2,3.59,4.09,6.58,2.45,2.44,8,9,1.08,0.99,1.04,7.80,7.60,6.93,15.72,18.13,16.09,18.15,17.70,20.15,16.67,19.84,
70036,6,40145,40145,2/25/2005,1,5/30/2005,1,3.06,0.72,5.01,6.81,5.78,3,3,3,3.66,3.68,6.74,2.85,2.77,11,11,1.26,1.27,1.37,,,,16.76,19.31,17.29,19.62,18.28,21.71,18.54,20.91,
70036,6,40145,40145,2/25/2005,1,6/13/2006,2,4.42,0.54,4.79,5.38,5.34,3,2,3,3.53,3.85,6.85,2.70,2.57,12,10,1.30,1.21,1.16,7.11,7.30,7.68,16.79,20.68,17.31,23.74,19.72,22.46,19.98,22.10,
70037,9,40128,40118,2/25/2005,1,6/9/2006,1,2.85,0.00,4.49,4.96,5.16,3,3,3,3.62,3.51,6.44,2.60,2.33,8,8,1.09,1.25,1.20,8.02,7.90,7.89,15.23,18.50,15.98,18.03,17.31,19.81,16.22,18.75,
70037,9,40128,40118,2/25/2005,1,6/9/2006,2,2.75,1.06,6.46,5.79,4.37,3,3,3,3.82,3.98,6.98,3.07,2.94,9,9,1.31,1.29,1.22,9.29,9.04,9.03,18.14,20.14,15.82,20.71,19.87,23.52,19.32,20.81,
70038,9,40128,40118,2/25/2005,1,6/14/2005,1,3.10,0.00,6.02,5.56,6.06,3,3,3,3.92,3.39,6.57,2.77,2.79,9,8,1.10,1.15,1.07,,,,17.40,21.01,17.30,21.21,19.26,22.54,19.18,21.36,
70038,9,40128,40118,2/25/2005,1,8/18/2005,2,3.09,0.00,5.35,5.70,4.96,3,3,3,3.25,3.17,5.97,2.49,2.44,10,11,0.99,1.03,1.01,,,,15.12,17.21,15.10,15.55,15.63,17.86,14.66,16.20,
70039,1,40053,40149,2/25/2005,2,1/11/2006,1,3.85,1.44,6.34,7.39,7.92,2,3,3,3.70,3.70,6.55,2.46,2.18,11,8,0.92,1.06,0.99,8.62,8.59,8.86,16.60,18.04,16.37,19.15,16.70,21.15,17.89,20.14,
70039,1,40053,40149,2/25/2005,1,6/12/2006,2,3.39,0.00,6.89,6.16,5.16,3,3,3,3.54,4.27,7.56,2.85,2.91,9,10,1.35,1.56,1.26,9.34,9.45,9.60,18.90,21.62,19.93,24.08,21.08,25.95,21.98,26.73,
70040,1,40053,40149,2/25/2005,1,6/19/2006,1,3.29,0.00,5.85,5.13,5.55,3,3,3,2.84,3.26,5.72,2.56,2.78,8,10,1.04,1.15,1.11,8.40,8.31,8.20,16.69,18.26,17.39,19.48,16.89,20.47,17.99,20.63,
70040,1,40053,40149,2/25/2005,1,6/20/2006,2,3.50,0.56,7.30,6.19,5.64,3,3,3,4.02,3.84,6.93,2.59,2.57,11,9,1.27,1.18,1.13,9.79,8.87,9.31,19.81,22.67,18.49,24.26,20.82,26.93,22.86,26.67,
70041,3,40023,40146,2/25/2005,1,6/16/2005,1,2.81,0.00,6.05,4.69,4.27,3,3,3,4.04,3.78,7.22,2.83,2.81,11,11,1.18,1.25,1.26,,,,16.43,19.69,17.89,20.89,19.60,23.14,18.48,23.16,
70041,3,40023,40146,2/25/2005,1,6/5/2006,2,3.63,0.00,4.62,5.44,4.98,3,3,3,3.27,3.84,6.50,2.65,2.71,10,9,1.30,1.27,1.26,8.47,8.25,8.34,14.85,18.19,15.95,17.98,17.14,20.16,17.79,18.30,
70042,4,40153,40114,2/25/2005,1,8/18/2005,1,3.02,2.90,6.80,7.96,7.09,3,3,3,3.08,3.35,6.27,2.86,2.58,11,11,1.16,1.17,1.16,,,,16.51,18.69,15.22,17.99,18.64,21.66,18.50,20.34,
70042,4,40153,40114,2/25/2005,1,6/16/2006,2,3.01,3.88,7.90,8.67,5.92,3,3,3,3.45,3.36,6.17,2.28,2.46,9,8,1.22,1.24,1.14,9.17,8.83,8.75,18.72,21.26,18.89,20.44,17.33,22.24,18.66,21.03,
70043,6,40108,40108,2/25/2005,1,8/18/2005,1,3.09,0.00,4.25,5.01,4.85,3,3,3,3.34,3.35,6.19,2.28,2.49,9,8,1.16,1.29,1.23,,,,13.50,16.28,14.17,17.66,15.95,19.27,16.58,18.28,
70043,6,40108,40108,2/25/2005,1,1/3/2006,2,3.76,0.00,6.34,5.90,5.65,3,3,3,3.39,3.29,6.43,2.59,2.61,10,11,1.08,1.24,1.14,7.81,7.75,8.39,15.00,16.23,14.55,17.92,17.58,20.50,17.71,18.90,
70044,9,40128,40109,2/25/2005,1,6/17/2005,1,2.96,0.00,6.27,3.85,5.48,3,3,3,3.19,3.35,6.04,2.46,2.50,8,9,0.98,1.05,1.11,,,,17.24,18.90,16.09,19.50,19.15,22.77,19.36,19.70,
70044,9,40128,40109,2/25/2005,1,8/3/2005,2,3.14,0.56,5.28,5.67,5.04,3,3,3,2.99,3.22,6.06,2.47,2.56,7,9,1.08,1.19,1.04,,,,14.68,17.18,14.02,16.80,17.09,18.91,16.42,17.43,
70045,1,40026,40026,2/25/2005,1,8/25/2005,1,2.90,1.29,5.41,6.16,5.22,3,3,3,2.62,3.11,5.80,2.51,2.73,10,11,1.03,1.02,1.05,,,,13.69,15.33,14.28,17.09,16.01,17.83,16.44,16.95,
70045,1,40026,40026,2/25/2005,1,12/19/2005,2,3.55,1.78,5.66,7.26,6.14,2,3,3,3.57,3.64,7.05,2.63,2.69,11,11,1.10,1.12,1.16,8.31,8.13,8.32,15.94,18.94,15.26,20.57,17.06,19.81,17.38,21.07,
70046,2,40131,40081,2/25/2005,1,12/13/2005,1,3.78,0.00,4.45,5.74,5.93,3,3,3,3.22,2.97,5.79,2.55,2.52,9,8,1.09,1.21,1.06,8.89,8.84,8.96,16.42,19.02,16.28,18.90,18.29,20.47,17.38,19.96,
70046,2,40131,40081,2/25/2005,1,12/13/2005,2,4.13,0.00,5.57,5.69,5.88,3,3,3,3.02,2.98,5.72,2.67,2.57,10,11,0.93,1.06,1.17,8.21,7.59,8.52,15.67,18.33,15.43,16.90,18.51,20.55,18.01,17.91,
70047,3,40144,40094,2/25/2005,1,6/13/2006,1,3.92,0.77,5.24,6.72,5.52,3,3,3,3.26,3.29,6.18,2.41,2.39,9,9,0.96,0.93,0.99,8.62,9.08,8.95,18.50,21.06,17.22,21.38,20.78,24.61,19.69,22.44,
70047,3,40144,40094,2/25/2005,2,6/16/2006,2,2.61,0.00,2.81,4.02,4.01,3,3,3,3.37,3.92,6.59,2.44,2.39,8,9,1.11,1.10,1.06,9.07,8.90,8.91,16.48,21.01,16.74,20.17,18.57,22.74,18.86,18.99,
70048,4,40153,40103,2/25/2005,1,11/16/2005,1,3.37,0.00,5.45,6.14,5.86,3,3,3,3.52,3.57,6.82,2.77,3.09,9,11,1.07,1.07,1.10,,,,16.46,19.07,17.62,19.44,17.89,20.55,18.67,17.37,
70048,4,40153,40103,2/25/2005,1,6/13/2006,2,3.42,0.43,5.33,6.48,5.38,3,3,3,3.90,3.89,7.14,2.71,2.92,9,9,1.16,1.29,1.31,10.12,9.57,9.91,17.14,21.36,18.21,21.48,20.19,23.13,19.93,20.85,
70049,1,40117,40117,2/25/2005,1,8/18/2005,1,3.42,0.36,4.51,5.44,3.30,3,3,3,4.04,3.89,7.25,3.50,3.16,12,10,1.22,1.23,1.22,,,,16.05,18.19,16.30,20.32,17.50,19.20,17.44,20.13,
70049,1,40117,40117,2/25/2005,2,12/8/2005,2,4.12,0.00,6.29,6.35,5.72,3,3,3,4.65,4.54,7.84,3.40,3.54,11,10,1.42,1.44,1.41,,,,17.92,20.38,17.32,22.06,19.64,22.96,19.50,22.33,
70050,1,40117,40117,2/25/2005,1,6/13/2005,1,3.23,0.00,5.08,5.73,3.10,3,3,3,3.24,3.68,6.68,2.77,2.71,8,9,1.08,1.08,1.02,,,,14.55,18.56,16.18,19.16,17.56,20.51,18.64,18.81,
70050,1,40117,40117,2/25/2005,1,6/14/2005,2,3.98,0.00,3.38,5.24,4.73,3,3,3,3.78,3.53,6.91,2.76,3.00,8,8,1.04,1.18,1.14,,,,15.95,18.99,16.36,19.69,17.34,20.19,17.72,19.25,
70051,2,40131,40072,2/25/2005,1,12/20/2005,1,3.67,1.48,5.92,7.58,6.87,3,3,3,3.35,3.41,6.11,2.28,2.37,9,9,0.97,0.95,0.94,8.66,8.08,8.11,15.04,17.78,15.63,16.68,15.77,18.54,16.05,16.46,
70051,2,40131,40072,2/25/2005,2,1/5/2006,2,2.75,1.59,6.40,6.13,6.51,3,3,3,2.98,2.98,5.39,2.10,2.00,8,7,0.76,0.80,0.83,8.19,7.90,8.50,14.92,17.45,15.19,16.48,16.48,19.15,16.40,17.52,
70052,2,40131,40072,2/25/2005,1,6/16/2005,1,3.00,3.06,6.40,7.84,7.01,3,2,3,4.18,4.07,7.09,2.50,2.27,8,10,1.15,1.15,1.17,,,,15.34,18.54,16.38,19.98,16.51,20.22,17.64,20.70,
70052,2,40131,40072,2/25/2005,1,1/9/2006,2,3.79,0.98,6.38,6.62,6.58,3,3,3,3.26,3.73,6.17,1.99,2.43,8,13,1.15,1.20,1.13,8.61,8.19,7.91,14.32,15.82,14.15,16.44,15.69,17.60,14.97,16.36,
70053,2,40131,40072,2/25/2005,1,8/18/2005,1,3.23,1.02,5.47,6.24,5.85,3,3,3,3.29,3.34,6.22,2.48,2.43,9,9,1.09,0.92,1.04,,,,16.02,18.23,16.28,18.06,17.99,20.49,18.01,20.45,
70053,2,40131,40072,2/25/2005,1,6/4/2006,2,3.72,0.78,6.40,6.48,6.03,3,3,3,3.01,3.38,5.72,1.83,2.43,6,9,1.04,1.00,1.10,8.65,8.56,8.66,14.54,17.14,15.23,17.41,17.06,19.85,15.94,18.25,
70054,3,40094,40142,2/25/2005,1,8/10/2005,1,2.75,2.23,4.30,6.12,5.51,3,3,3,3.54,3.97,7.40,2.85,2.89,10,11,1.23,1.26,1.27,,,,17.21,20.27,18.77,22.41,20.90,24.38,21.09,22.70,
70054,3,40094,40142,2/25/2005,1,8/23/2005,2,2.15,0.38,4.45,4.78,5.97,3,3,3,3.63,3.33,6.68,2.48,2.59,11,11,1.21,1.16,1.19,,,,16.97,19.41,17.63,19.37,19.11,21.26,18.13,19.57,
70055,3,40094,40142,2/25/2005,1,5/23/2006,1,2.26,2.58,6.82,7.59,6.49,3,3,3,3.34,3.42,6.45,2.70,2.67,10,9,1.32,1.36,1.29,8.48,8.58,8.59,19.97,22.19,18.17,21.88,20.57,24.97,20.88,21.87,
70055,3,40094,40142,2/25/2005,1,5/23/2006,2,2.57,0.42,4.19,4.86,5.00,3,3,3,3.20,3.09,5.92,2.55,2.61,11,9,1.23,1.18,1.33,6.97,7.36,7.40,17.28,19.88,18.39,19.62,19.67,21.84,18.84,20.03,
70056,5,40148,40044,2/25/2005,1,6/17/2005,1,3.69,0.78,4.15,6.04,6.01,3,3,3,4.14,4.00,7.54,2.91,2.75,8,9,1.51,1.52,1.49,,,,16.67,17.88,17.28,21.98,17.89,21.29,18.08,21.71,
70056,5,40148,40044,2/25/2005,1,8/23/2005,2,2.99,0.28,3.71,5.52,1.26,3,3,3,3.82,3.81,7.38,3.03,3.04,10,10,1.44,1.28,1.27,,,,14.91,16.49,16.06,19.68,17.14,19.70,16.98,20.55,
70057,5,40148,40044,2/25/2005,1,6/7/2005,1,4.14,0.00,4.01,5.83,4.66,3,3,3,3.54,3.47,6.42,2.54,2.23,8,7,1.26,1.24,1.25,,,,13.44,16.69,14.38,18.50,16.44,18.73,16.41,20.65,
