ind.,germ. Date,Dam ,sire,famdam,inddam,famsire,indsire,diallel block,stage,flower,meas date,date,GSDL,GSDC,GSDR,GAD,ASD,GWL,GWR,GWTot,GHL,GHR,SWL,SWC,SWR,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,nbre stam fl,st. fl. C,st. fl. R.,color,Self 0=no/1=yes,Cot1,Cot2,age(days),rem
51050,8/23/1999,7.10.061,19.10.172,7,10061,19,10172,1,1,2,1/31/2000,65,4.95,5.99,4.22,3.78,3.62,3.74,3.3,6.42,1.97,2.9,1.46,1.34,1.53,17.29,19.07,16.63,19.99,16.87,19.73,16.34,19.48,3,3,3,2,0,,,,
51051,8/23/1999,14.10.054,59.10.030,14,10054,59,10030,2,1,1,1/17/2000,51,3.45,5.11,3.67,4.26,2.81,3.18,2.7,6.08,3.06,1.67,1.03,1.12,1.17,17.86,18.95,16.15,19.37,17.15,19.94,16.54,19.39,3,3,3,1,0,10.71,11.16,7,
51051,8/23/1999,14.10.054,59.10.030,14,10054,59,10030,2,1,2,3/13/2000,107,5.16,5.76,4.19,4.8,4.76,3.4,3.41,6.37,2.75,2.15,1.55,1.56,1.54,17.34,20.18,16.66,21.61,18.4,22.02,17.82,21.78,3,3,3,1,0,,,,
51052,8/23/1999,21.10.175,8.10.071,21,10175,8,10071,8,3,1,1/24/2000,58,5.85,7.78,5.15,4.84,6.91,3.27,3.18,6.41,2.55,3.16,1.55,1.49,1.57,19.97,22.68,19.64,23.75,21.23,24.3,20.54,24.4,3,3,2,3,0,12.58,11.6,9,
51052,8/23/1999,21.10.175,8.10.071,21,10175,8,10071,8,1,2,1/25/2000,59,3.57,4.62,3.26,4.79,2.62,2.84,3.33,5.74,2.57,2.61,1.32,1.23,1.27,15.82,16.97,15.49,19.39,17.23,19.28,17.18,19.63,3,3,3,1,0,,,,
51053,8/23/1999,41.10.020,47.10.137,41,10020,47,10137,7,1,1,2/3/2000,68,5.52,6.41,4.75,4.69,4.41,2.73,3.66,5.82,2.45,2.7,1.24,1.25,1.27,17.42,20.69,17.24,20.21,18.82,22.16,18.51,20.4,3,3,2,2,0,10.27,10.07,7,
51053,8/23/1999,41.10.020,47.10.137,41,10020,47,10137,7,1,2,2/3/2000,68,4.96,5.81,5.05,4.48,3.8,2.88,2.6,5.21,2.4,2.21,1.15,1.28,1.07,14.06,18.09,15.16,18.34,15.82,18.61,16.1,17.3,3,3,3,2,0,,,,
51054,8/23/1999,52.10.006,52.10.006,52,10006,52,10006,6,2,1,2/9/2000,74,5,5.88,5.83,5.96,4.77,3.42,4.13,6.61,2.11,3.02,1.22,1.24,1.35,16.36,19.68,17.01,19.78,16.9,21.07,16.42,19.25,3,3,2,2,1,11.98,11.95,17,
51054,8/23/1999,52.10.006,52.10.006,52,10006,52,10006,6,1,2,3/5/2000,99,4.45,5.58,4.49,5.46,3.33,3.42,4.33,6.81,2.86,3,1.23,1.2,1.27,15.71,19.08,16.43,18.76,16.16,19.06,16.26,18.53,3,3,3,1,1,,,,
51055,8/23/1999,58.10.029,2.10.018,58,10029,2,10018,4,1,1,1/11/2000,45,4.82,5.48,4.51,3.51,2.75,3.42,3.94,6.59,2.64,2.26,1.37,1.45,1.47,16.9,19.08,16.57,19.79,16.08,21.68,15.4,20.08,2,3,3,4,0,10.37,11.16,12,
51055,8/23/1999,58.10.029,2.10.018,58,10029,2,10018,4,1,2,1/20/2000,54,4.22,6.09,4.69,4.3,3.99,3.54,3.48,6.66,2.57,2.66,1.45,1.39,1.42,19.14,22.77,21.28,24.14,21.1,24.91,20.85,22.93,3,3,3,2,0,,,,
51057,8/23/1999,73.10.037,52.10.006,73,10037,52,10006,6,1,1,1/7/2000,41,3.96,5.64,4.48,5.17,4.83,3.36,3.28,6.02,2.55,2.7,1.39,1.53,1.47,19.33,21.4,19.21,22.03,17.82,22.02,19.66,20.6,3,3,3,3,0,11.29,11.09,8,
51057,8/23/1999,73.10.037,52.10.006,73,10037,52,10006,6,1,2,1/27/2000,61,5.34,6.87,4.65,4.99,5.11,3.47,3.52,7,2.84,3.09,1.47,1.4,1.35,18.79,23.65,20.61,23.5,22.31,24.95,21.93,22.97,2,3,3,3,0,,,,
51058,8/23/1999,73.10.037,66.10.162,73,10037,66,10162,6,1,1,3/16/2000,110,4.2,5.09,3.58,4.95,3.19,3.77,3.27,6.27,2.63,2.59,1.11,1.22,1.1,15.94,17.47,15.05,18.54,16.38,18.52,16.21,19.19,3,3,3,2,0,9.98,10.16,7,
51058,8/23/1999,73.10.037,66.10.162,73,10037,66,10162,6,1,2,3/29/2000,123,3.68,5.03,3.22,4.72,4.01,3.4,3.9,6.95,3.53,3.1,1.26,1.26,1.19,15.85,18.01,15.68,20.16,17.26,20.21,17.76,20.78,3,3,3,1,0,,,,
51059,8/23/1999,71.10.196,8.10.071,71,10196,8,10071,8,1,1,1/19/2000,53,3.83,5.82,5.02,4.41,3.68,3.17,3.35,6.26,2.78,2.89,1.5,1.45,1.5,16.42,19.79,14.54,19.62,17.18,20.11,18.04,19.6,3,3,3,1,0,11.76,12.12,7,
51059,8/23/1999,71.10.196,8.10.071,71,10196,8,10071,8,1,2,1/19/2000,53,5.5,6.1,5.16,3.9,5.22,3.37,3.66,6.81,3.15,3.22,1.62,1.72,1.59,17.12,18.06,16.78,20.59,16.47,20.13,15.67,20.75,3,3,3,2,0,,,,
51060,8/23/1999,80.10.065,80.10.065,80,10065,80,10065,11,1,1,2/5/2000,70,4.4,5.01,3.88,5.39,2.66,3.84,3.34,6.61,2.71,2.56,1.2,1.18,1.18,18.4,21.45,18.27,20.88,18.63,22.92,20.11,19.13,3,3,3,1,1,10.56,10.33,7,
51060,8/23/1999,80.10.065,80.10.065,80,10065,80,10065,11,2,2,2/18/2000,83,3.47,4.64,3.15,4.85,4.2,3.78,3.09,6.53,3.25,3.26,1.19,1.27,1.07,19.73,24.2,18.95,21.6,22.46,26.53,21.58,23.15,3,3,3,2,1,,,,
51061,8/23/1999,24.10.077,45.10.119,24,10077,45,10119,9,3,1,2/24/2000,89,5.56,7.89,5.89,4.41,7.97,3.97,3.07,6.69,2.93,3.18,1.57,1.67,1.53,17.97,22.39,16.27,23.75,20.45,24.06,21.75,25.87,3,3,3,3,0,10.61,10.6,8,
51061,8/23/1999,24.10.077,45.10.119,24,10077,45,10119,9,1,2,2/25/2000,90,4.52,6.93,3.99,5.4,5.18,3.33,3.13,6.22,3.01,2.98,1.41,1.34,1.37,17.72,19.96,16.36,21.18,18.2,21.67,18.02,21.21,3,3,3,1,0,,,,
51062,8/23/1999,65.10.131,68.10.090,65,10131,68,10090,5,1,1,2/24/2000,89,4.14,5.43,3.99,5.28,2.7,3.02,3.91,6.35,2.45,2.96,1.24,1.34,1.36,14.77,17.06,14.65,17.62,15.16,18.14,15.77,17.62,3,3,2,3,0,11.04,10.78,10,
51062,8/23/1999,65.10.131,68.10.090,65,10131,68,10090,5,1,2,3/2/2000,96,4.55,5.9,4.5,4.99,5.17,4.71,3.57,7.47,3.66,3.55,1.42,1.43,1.42,17.27,19.36,16.25,21.93,17.17,20.39,16.6,21.38,3,3,3,2,0,,,,
51063,8/23/1999,59.10.030,23.10.188,59,10030,23,10188,2,3,1,1/25/2000,59,4.09,5.74,4.04,4.67,4.79,3,2.97,6.12,2.11,2.01,1.13,1.11,1.27,17.14,21.16,17.41,22.17,19.47,24.52,19.84,24.57,3,3,3,4,0,10.54,10.21,8,
51063,8/23/1999,59.10.030,23.10.188,59,10030,23,10188,2,1,2,2/2/2000,67,4.16,4.68,3.54,4.64,2.64,3.48,3.47,6.3,2.65,2.62,1.19,1.23,1.07,17.62,21.06,16.83,20.95,16.53,20.96,17.49,19.82,2,3,2,1,0,,,,
51065,8/23/1999,24.10.077,5.10.149,24,10077,5,10149,9,1,1,1/20/2000,54,5.22,6.22,4.63,5.05,2.81,3.02,2.95,5.94,2.1,1.79,1.53,1.46,1.5,18.41,20.83,18.9,19.26,19.7,21.9,18.94,19.16,2,3,2,1,0,11.53,11.16,12,
51065,8/23/1999,24.10.077,5.10.149,24,10077,5,10149,9,1,2,2/7/2000,72,5.41,6,4.72,6.09,3.53,3.31,4.74,6.88,2.64,2.98,1.45,1.51,1.47,16.06,20.09,15.4,20.5,18.02,22.15,18.43,21.4,3,3,3,1,0,,,,
51066,8/23/1999,25.10.081,81.10.142,25,10081,81,10142,10,3,1,1/10/2000,44,3.4,4.61,3.46,5.32,5.44,2.69,2.82,5.34,1.87,1.74,1.21,1.25,1.11,17.86,19.39,17.51,20.19,16.32,19.94,16.28,18.57,3,3,2,2,0,11.16,11.27,7,
51066,8/23/1999,25.10.081,81.10.142,25,10081,81,10142,10,1,2,1/31/2000,65,3.41,3.71,3.05,3.79,2.8,3.15,2.97,5.44,2.06,2.4,0.98,1.1,1.02,15.86,18.47,15.2,16.28,15.95,18.95,16.97,17.33,3,3,3,3,0,,,,
51067,8/23/1999,57.10.028,55.10.002,57,10028,55,10002,6,1,1,3/6/2000,100,5.14,6.22,5.04,5.23,4.34,3.84,3.55,7.06,3.32,3.17,1.39,1.42,1.35,19.87,22.23,20.57,23.13,19.96,23.66,21.48,23.82,3,3,3,1,0,9.28,10.37,15,
51067,8/23/1999,57.10.028,55.10.002,57,10028,55,10002,6,1,2,3/17/2000,111,5.53,6.58,5.12,5.79,3.82,4.66,3.81,7.77,4.08,3.75,1.54,1.54,1.43,19.9,21.27,19.13,24.19,18.2,21.35,18.53,22.17,3,3,3,2,0,,,,"1 add. St. fl. Gl. L, 3 add. Pist. Fl. "
51069,8/23/1999,34.10.109,34.10.109,34,10109,34,10109,11,1,1,4/13/2000,138,4.66,5.34,3.88,4.14,2.12,3.12,4.25,6.05,2.47,1.9,1.54,1.48,1.49,14.25,15.75,14.63,17.1,14.86,17.71,15.15,18.21,3,3,3,2,1,9.86,10.84,8,
51069,8/23/1999,34.10.109,34.10.109,34,10109,34,10109,11,2,2,9/27/2000,305,4.44,5.99,5.37,5.36,2.51,4.24,3.99,7.17,2.47,3.32,1.77,1.8,1.84,17.42,19.37,15.33,19.88,19.25,21.65,19.51,20.53,3,3,3,1,1,,,,
51070,8/23/1999,65.10.131,65.10.131,65,10131,65,10131,5,2,1,9/14/2000,292,4.25,4.74,4.36,4.72,3.03,3.73,3.25,6.51,3.13,3.02,1.29,1.34,1.23,15.48,17.32,15.46,18.77,14.57,17.32,14.3,18.64,3,3,3,1,1,8.5,9.18,7,
51070,8/23/1999,65.10.131,65.10.131,65,10131,65,10131,5,3,2,10/2/2000,310,2.79,4.51,2.68,4.92,5.4,3.14,3.43,6.04,2.66,2.77,1.15,1.2,1.02,14,14.98,13.74,17.27,12.34,13.68,12.4,14.97,3,3,3,2,1,,,,
51071,8/24/1999,2.10.018,82.10.133,2,10018,82,10133,4,3,1,2/3/2000,68,3.63,4.63,3.85,4.31,2.98,3.07,3.33,5.58,2.31,2.15,1.25,1.29,1.23,17.15,19.22,16.42,18.29,17.25,20.77,17.31,17.6,3,3,2,1,0,11.13,11.75,6,
51071,8/24/1999,2.10.018,82.10.133,2,10018,82,10133,4,1,2,2/17/2000,82,2.69,3.78,3.15,4.11,1.31,3.35,3.39,6.2,2.61,2.25,1.12,1.15,1.13,15.83,18.78,16.59,17.51,15.91,19.81,15.13,17.44,0,3,2,2,0,,,,
51072,8/24/1999,13.10.170,28.10.183,13,10170,28,10183,3,1,1,3/13/2000,107,4.68,5.8,4.6,4.99,3.95,4.38,3.85,7.65,3.4,3.14,1.58,1.66,1.52,18.79,18.99,16.98,21.39,17.89,20.32,18.69,21.15,3,3,3,2,0,10.87,10.15,8,
51072,8/24/1999,13.10.170,28.10.183,13,10170,28,10183,3,2,2,3/15/2000,109,5.28,6.71,5.53,5.07,3.37,3.61,4.18,7.05,3.51,2.96,1.71,1.78,1.71,16.72,20.74,15.96,21.67,18.17,22.46,17.99,22.43,3,3,3,1,0,,,,
51073,8/24/1999,68.10.089,4.10.051,68,10089,4,10051,5,1,1,1/11/2000,45,4.06,4.81,4.06,4.34,2.76,3.2,2.87,5.94,2.68,2.56,1.13,1.13,1.12,13.08,14.11,12.76,17.01,14.28,16.17,13.6,16.48,3,3,3,2,0,10.44,10.25,9,
51073,8/24/1999,68.10.089,4.10.051,68,10089,4,10051,5,1,2,3/9/2000,103,4.56,5.91,4.21,4.77,3.33,3.55,3.56,6.79,2.93,3.1,1.43,1.45,1.41,16.65,19.28,16.44,21.55,17.5,20.56,18.6,22.03,3,3,3,1,0,,,,
51074,8/24/1999,68.10.089 ,65.10.131,68,10089,65,10131,5,1,1,1/25/2000,59,3.88,4.55,3.45,4.56,2.29,2.58,2.97,5.48,2.32,1.97,1.16,1.06,1.01,16.27,18.54,15.74,19.23,15.87,19.01,15.64,19.15,3,3,3,3,0,13.35,12.39,23,
51074,8/24/1999,68.10.089 ,65.10.131,68,10089,65,10131,5,1,2,2/2/2000,67,3.99,4.94,4.28,3.45,2.14,4.07,3.85,7.1,3.42,3.23,1.35,1.47,1.39,15.53,18.94,16.95,20.74,17.36,20.53,17.19,20.55,3,3,3,2,0,,,,
51075,8/24/1999,15.10.007,2.10.018,15,10007,2,10018,4,1,1,1/27/2000,61,2.64,3.47,3.57,4.31,4.97,2.88,2.81,5.63,1.91,2.08,0.97,1.13,1.06,20.26,24.05,21.32,20.63,19.21,23.22,19.08,19.3,3,3,3,4,0,13.01,12.15,16,
51075,8/24/1999,15.10.007,2.10.018,15,10007,2,10018,4,1,2,3/20/2000,114,4.41,4.27,3.75,4.33,3.7,4.54,3.96,7.85,4.22,3.49,1.68,1.44,1.5,17.08,18.9,16.89,19.85,17.81,20.07,16.98,20.67,3,0,3,2,0,,,,
51076,8/24/1999,9.10.165,39.10.187,9,10165,39,10187,3,1,1,3/23/2000,117,5.69,7.48,5,5.24,3.8,4.96,4.08,7.75,3.56,3.18,1.73,1.56,1.74,18.93,20.79,19.86,24.09,18.82,23.9,19.28,24.22,3,2,3,3,0,11.42,11.77,14,
51076,8/24/1999,9.10.165,39.10.187,9,10165,39,10187,3,1,2,3/29/2000,123,4.68,5.81,5.92,4.67,1.3,4.83,4.58,7.89,3.12,3,1.66,1.81,1.64,15.31,18.32,16.49,21.88,17.96,20.69,17.39,22.17,2,3,3,1,0,,,,
51077,8/24/1999,7.10.061,83.10.075,7,10061,83,10075,1,1,1,1/31/2000,65,4.06,4.65,3.81,4.39,2.78,2.9,2.96,5.87,2.84,2.82,1.32,1.31,1.34,16.07,18.98,16.91,18.28,16.6,20.33,16.81,19.74,3,3,3,2,0,9.6,9.33,8,
51077,8/24/1999,7.10.061,83.10.075,7,10061,83,10075,1,1,2,2/2/2000,67,5.41,6.19,5.35,4.81,4.98,3.57,4.1,7.06,3.06,3.1,1.57,1.38,1.55,19.09,22.24,18.55,23.19,20.83,24.8,20.68,23.68,3,3,3,3,0,,,,
51078,8/24/1999,26.10.103,83.10.075,26,10103,83,10075,1,1,1,1/4/2000,38,2.99,3.67,2.94,4.19,3.08,2.46,2.48,4.94,1.45,1.34,1,1.2,1.16,15.15,18.06,15.98,16.73,14.34,16.67,13.7,14.86,3,3,3,3,0,9.88,9.94,9,
51078,8/24/1999,26.10.103,83.10.075,26,10103,83,10075,1,2,2,2/29/2000,94,4.26,5.51,4.55,4.64,4.73,4.43,4.86,8.4,3.82,3.95,1.73,1.66,1.74,17.46,20.2,17.62,23.61,18.82,22.07,19.65,24.06,3,3,3,1,0,,,,
51079,8/24/1999,7.10.061,19.10.172,7,10061,19,10172,1,1,1,3/17/2000,111,5.01,5.69,4.84,5.14,3.29,5.14,3.91,7.69,3.19,3.35,1.6,1.66,1.67,15.91,18.28,16.96,21.22,18.12,20.15,17.28,21.83,3,3,3,1,0,9.94,9.92,8,
51079,8/24/1999,7.10.061,19.10.172,7,10061,19,10172,1,1,2,3/17/2000,111,4.89,5.43,4.13,5.1,2.55,3.8,4.03,7.25,3.38,3.25,1.64,1.64,1.64,17.89,20.45,17.99,23.25,19.46,21.84,19.61,23.77,3,3,3,1,0,,,,
51080,8/24/1999,59.10.030,59.10.030,59,10030,59,10030,2,1,1,2/18/2000,83,2.77,3.61,3.68,4.89,4.46,3.99,3.92,8.33,3.19,3.46,1.42,1.25,1.31,20.77,23.7,20.69,24,20.35,25.96,21.59,26.09,3,3,3,4,1,9.57,10.11,7,3 Add. St. Fl. Gl L
51080,8/24/1999,59.10.030,59.10.030,59,10030,59,10030,2,2,2,3/8/2000,102,4.21,4.95,4.15,4.66,3.51,3.01,3.17,6.13,3.12,3.09,1.16,1.23,1.13,18.74,20.56,18.63,22.92,18.44,21.83,19.43,24.23,3,3,3,1,1,,,,
51081,8/24/1999,36.10.112,76.10.197,36,10112,76,10197,8,1,1,2/3/2000,68,3.79,4.46,3.75,4.41,2.09,3.17,3.58,6.49,2.59,2.52,1.21,1.22,1.21,14.63,16.31,14.53,17.01,14.08,16.93,14.87,16.25,3,3,3,1,0,11.89,10.98,7,
51081,8/24/1999,36.10.112,76.10.197,36,10112,76,10197,8,1,2,4/27/2000,152,3.58,4.76,3.69,4.98,2.32,3.32,3.55,6.56,2.73,2.96,1.5,1.38,1.49,13.55,15.99,14.95,17.56,15.76,17.83,16.39,18.17,3,3,3,2,0,,,,
51082,8/24/1999,84.10.040,84.10.040,84,10040,84,10040,1,1,1,3/30/2000,124,5.13,6.08,4.6,5.09,3.36,3.37,3.68,6.61,3.21,3.47,1.27,1.38,1.31,17.06,19.74,17.44,21.29,17.88,21.58,15.88,23.02,3,3,3,1,1,11.87,10.09,7,
51082,8/24/1999,84.10.040,84.10.040,84,10040,84,10040,1,1,2,3/30/2000,124,4.86,6.3,4.51,4.85,4.15,3.69,3.66,7.1,3.59,3.38,1.49,1.39,1.37,20.39,23.11,20.34,24.16,20.16,23.94,20.29,22.9,3,3,3,1,0,,,,3 add. Pist. Fl.
51083,8/24/1999,3.10.117,80.10.065,20,10173,20,10173,11,3,1,2/9/2000,74,4.75,6.5,4.88,5.27,4.37,3.9,3.53,7.24,2.18,3.02,1.42,1.42,1.53,20.07,24.04,20.81,24.14,21.4,26.71,21.71,25.12,2,3,2,3,1,,,,
51083,8/24/1999,3.10.117,80.10.065,20,10173,20,10173,11,1,2,2/16/2000,81,4.75,5.86,4.47,4.72,3.36,3.77,4.28,7.09,3.43,3.39,1.47,1.54,1.39,17.11,18.66,16.8,20.62,16.4,21.3,17.24,21.13,3,3,3,2,1,,,,
51085,8/24/1999,73.10.037,66.10.162,73,10037,66,10162,6,1,1,2/8/2000,73,3.72,4.9,3.48,4.04,2.54,3.98,4.44,7.32,2.94,2.94,1.24,1.42,1.43,18.86,19.65,18.94,21.64,20.9,24.33,20.22,22.92,3,3,3,3,0,10.05,10.83,7,
51085,8/24/1999,73.10.037,66.10.162,73,10037,66,10162,6,1,2,2/18/2000,83,3.81,4.29,4.05,4.78,2.83,4.59,3.68,7.54,3.47,3.12,1.28,1.44,1.37,16.94,19.63,17.61,22.08,19.57,22.22,18.69,22.21,3,3,3,3,0,,,,
51086,8/24/1999,73.10.037,66.10.162,73,10037,66,10162,6,1,1,9/14/2000,292,3.57,4.6,3.56,4.03,2.99,3.66,3.72,6.86,3.09,2.95,1.2,1.19,1.2,16.36,17.78,15.9,19.04,16.87,20.52,17.66,21.5,3,3,3,1,0,9.24,9.07,9,
51087,8/24/1999,11.10.150,78.10.200,11,10150,78,10200,12,1,1,3/1/2000,95,4.27,6.23,5.17,4.54,2.87,3.68,3.56,6.61,2.32,2.36,1.81,1.81,1.8,18.78,20.22,17.78,23.08,18.7,22.84,20.12,24.05,3,3,3,3,0,10.42,10.93,8,
51087,8/24/1999,11.10.150,78.10.200,11,10150,78,10200,12,1,2,3/30/2000,124,3.58,4.4,3.63,4.21,1.9,3.92,3.74,6.67,2.41,3.14,1.44,1.37,1.42,14.08,16.07,14.16,17.59,14.79,17.05,14.77,16.92,3,3,3,2,0,,,,
51088,8/24/1999,26.10.103,84.10.040,26,10103,84,10040,1,1,1,2/29/2000,94,5.37,6.26,4.34,5.3,4.88,4.28,5.46,8.36,3.9,4.16,1.52,1.5,1.52,19.38,20.75,20.51,24.71,20.02,24.99,21.44,24.85,3,3,3,3,0,11.09,10.71,7,
51088,8/24/1999,26.10.103,84.10.040,26,10103,84,10040,1,1,2,3/13/2000,107,5.4,4.81,4.01,4.64,3.14,3.49,3.88,6.96,3.43,3.35,1.49,1.48,1.49,15.57,17.71,15.65,20.22,14.96,19.89,16.28,19.89,3,3,3,3,0,,,,
51089,8/24/1999,47.10.137,51.10.209,47,10137,51,10209,7,1,1,2/9/2000,74,5.3,6.72,4.81,5.45,3.18,3.19,3.32,6.32,3.24,2.82,1.43,1.4,1.37,17.42,20.24,16.81,20.85,16.97,21.54,17.09,20.26,3,3,3,3,0,10.88,11.09,8,
51089,8/24/1999,47.10.137,51.10.209,47,10137,51,10209,7,1,2,2/23/2000,88,5.64,5.99,5.64,4.66,4.23,3.53,3.38,6.68,3.52,3.27,1.68,1.72,1.62,16.36,20.72,16.53,21.63,18.71,23.19,19.25,23.4,3,3,3,3,0,,,,
51090,8/24/1999,6.10.069,41.10.020,6,10069,41,10020,7,1,1,3/5/2000,99,4.97,6.5,4.96,4.84,4.39,4.27,3.91,7.63,3.25,3.35,1.64,1.51,1.72,15.39,21.49,16.8,23.73,21.39,24.83,21.47,26.28,3,3,3,3,0,10.35,10.57,9,
51090,8/24/1999,6.10.069,41.10.020,6,10069,41,10020,7,1,2,3/29/2000,123,4.87,5.84,4.51,5.08,2.75,4.28,5.33,8.16,3.41,3.88,1.44,1.58,1.45,16.92,18.88,17.44,23.53,17.6,22.72,19.2,25.3,3,3,3,3,0,,,,
51091,8/24/1999,3.10.116,3.10.116,3,10116,3,10116,11,1,1,2/7/2000,72,3.93,5.02,3.89,4.71,4.79,3.9,3.86,6.72,3.04,3.21,1.27,1.26,1.22,17.76,20.81,17.35,21.58,19.92,22.37,19.86,21.7,2,3,2,2,1,13.23,13.01,7,
51091,8/24/1999,3.10.116,3.10.116,3,10116,3,10116,11,3,2,2/15/2000,80,4.89,6.21,4.18,4.91,4.03,5.31,4.31,8.51,3.61,4.23,1.4,1.53,1.5,18.69,21.05,19.29,24.36,20.23,24.99,20.73,25.82,3,3,3,2,1,,,,
51092,8/24/1999,4.10.051,4.10.051,4,10051,4,10051,5,1,1,1/20/2000,54,3.52,5.5,3.74,3.94,2.13,2.4,2.83,5.25,1.98,1.92,1.03,1.05,1.02,15.79,18.18,15.61,19.32,17.52,20.14,17.45,19.83,3,2,3,1,1,10.07,10.46,8,
51092,8/24/1999,4.10.051,4.10.051,4,10051,4,10051,5,1,2,3/9/2000,103,4.01,5.28,4.42,4.45,3.2,4.46,4.31,8.39,3.94,4.14,1.54,1.48,1.48,16.76,19.11,16.76,23.99,17.7,21.54,17.65,23.53,3,3,2,2,1,,,,"1 add. St. fl. Gl. R + add. Gl. R 1,49x1,06"
51093,8/24/1999,70.10.139,70.10.139,70,10139,70,10139,10,1,1,3/2/2000,96,4.35,5.07,4.17,4.51,3.04,4.57,4.07,7.53,3.79,3.08,1.49,1.55,1.41,19.33,20.74,18,22.54,21.33,26.42,21.48,23.87,3,3,3,1,1,11.16,11.24,7,
51093,8/24/1999,70.10.139,70.10.139,70,10139,70,10139,10,2,2,4/3/2000,128,5.66,5.49,4.66,3.8,3.93,3.14,3.5,6.67,3.42,3.71,1.39,1.36,1.33,16.48,18.92,16.67,21.07,19.77,22.83,18.31,24.51,3,3,3,2,1,,,,
51094,8/24/1999,52.10.026,23.10.101,52,10026,23,10101,6,3,1,2/3/2000,68,5.29,6.22,4.48,3.87,4.69,4.36,3.57,7.39,3.43,3.14,1.31,1.28,1.37,18.84,21.1,18.15,23.1,21.12,24.15,20.64,24.87,3,3,3,2,0,10.35,10.31,7,
51094,8/24/1999,52.10.026,23.10.101,52,10026,23,10101,6,1,2,2/8/2000,73,4.67,5.32,4.82,5.35,1.96,4.22,3.86,7.07,3.17,2.92,1.35,1.26,1.35,15.99,18.48,16.24,20.91,17.08,20.03,17.25,21.05,3,3,3,2,0,,,,
51095,8/25/1999,78.10.200,10.10.052,78,10200,10,10052,12,1,1,3/16/2000,110,4.18,4.73,4.28,4.58,2.67,3.87,4.12,7.28,3.68,3.55,1.53,1.49,1.56,15.38,15.44,15.26,17.52,15.47,17.54,15.03,18.86,3,3,3,2,0,9.53,9.95,23,1 add. St. fl. Gl. L
51095,8/25/1999,78.10.200,10.10.052,78,10200,10,10052,12,3,2,9/21/2000,299,4.44,4.84,4.65,4.11,2.53,4.05,4.46,7.78,2.71,3.44,1.58,1.4,1.57,15.88,17.67,17.54,21.33,18.19,20.91,18.64,21.88,3,3,3,1,0,,,,
51096,8/25/1999,13.10.170,28.10.183,13,10170,28,10183,3,3,1,1/29/2000,63,5.44,6.8,4.65,5.06,4.01,3.91,4.02,7.74,3.46,3.16,1.69,1.52,1.68,19.31,23.5,20.81,23.98,22.37,25.95,22.38,26.13,3,2,3,2,0,11.06,10.97,7,
51096,8/25/1999,13.10.170,28.10.183,13,10170,28,10183,3,2,2,1/29/2000,63,4.94,6.35,5.17,5.89,3.45,4.46,4.18,7.5,3.3,3.32,1.6,1.65,1.6,19.81,22.3,19.29,22.89,19.32,24.47,20.46,22.95,2,3,3,1,0,,,,
51097,8/25/1999,52.10.026,72.10.141,52,10026,72,10141,6,1,1,1/4/2000,38,3.32,3.87,3.16,5.12,4.17,2.52,2.42,5.17,2.21,1.78,0.98,0.98,0.98,15.41,18.18,16.25,17.41,15.93,17.48,15.13,16.29,3,3,3,2,0,9.91,9.84,6,
51097,8/25/1999,52.10.026,72.10.141,52,10026,72,10141,6,1,2,2/3/2000,68,3.41,4.22,3.48,4.7,3.75,3,3.59,5.94,1.96,2.24,1.05,1.08,1.07,14.11,16.46,14.41,15.62,12.81,14.65,12.48,13.7,2,3,3,1,0,,,,
51098,8/25/1999,75.10.038,75.10.038,75,10038,75,10038,11,3,1,9/20/2000,298,4.35,5.62,4.43,4.09,2.81,3.54,4.14,6.7,2.93,3.1,1.59,1.58,1.64,14.29,16.78,14.98,19.41,17.2,19.94,17.78,20.5,3,3,3,2,1,,,,
51098,8/25/1999,75.10.038,75.10.038,75,10038,75,10038,11,3,2,9/25/2000,303,4.08,5.76,4.15,3.79,3.37,2.78,3.26,5.8,2.46,2.62,1.49,1.63,1.5,16.9,18.05,15.06,19.37,17.73,20.79,17.83,21.25,3,3,3,1,1,,,,
51099,8/25/1999,12.10.167,14.10.054,12,10167,14,10054,2,1,1,2/6/2000,71,4.53,4.77,4.43,6.6,3.23,3.11,3.5,6.01,2.78,2.44,1.3,1.21,1.28,17.6,20.07,18.08,20.5,17.73,21.06,17.27,19.96,2,3,3,1,0,10.29,11.1,7,
51099,8/25/1999,12.10.167,14.10.054,12,10167,14,10054,2,1,2,3/9/2000,103,3.73,3.78,3.58,4.98,3.66,3.36,3.05,6.33,3.09,3.39,1.44,1.48,1.36,16.94,18.54,16.4,20.29,16.82,19.74,17.46,19.85,3,3,3,1,0,,,,
51100,8/25/1999,26.10.103,26.10.103,26,10103,26,10103,1,1,1,1/17/2000,51,4.93,6.15,4.57,4.09,4.59,3.08,3.38,6.57,2.72,2.56,1.26,1.32,1.17,18.91,21.37,19.32,23.17,18.36,22.85,18.95,22.45,3,3,3,4,1,10.29,10.5,10,
51100,8/25/1999,26.10.103,26.10.103,26,10103,26,10103,1,1,2,1/18/2000,52,4.14,4.25,3.92,4.48,2.73,3.07,3.47,6.17,2.65,2.38,1.13,0.99,1.12,15.29,17.48,15.12,17.74,14.71,17.74,14.46,16.43,3,3,3,2,1,,,,
