ind.,germ. Date,Dam ,sire,famdam,inddam,famsire,indsire,diallel block,stage,flower,meas date,date,GSDL,GSDC,GSDR,GAD,ASD,GWL,GWR,GWTot,GHL,GHR,SWL,SWC,SWR,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,nbre stam fl,st. fl. C,st. fl. R.,color,Self 0=no/1=yes,Cot1,Cot2,age(days),rem
51452,9/30/1999,81.10.142,72.10.141,81,10142,72,10141,10,1,2,2/23/2000,88,4.73,5.22,4.47,4.71,4.22,4.6,2.93,7.03,3.27,4.54,1.43,1.4,1.35,19.78,21.58,18.88,22.22,20.07,23.73,20.29,22.63,3,4,3,3,0,,,,
51453,9/30/1999,70.10.139,74.10.046,70,10139,74,10046,10,2,1,1/12/2000,46,4.82,6.59,4.97,4.54,5.69,4.04,3.71,7.56,3.28,3.37,1.3,1.28,1.3,21.39,24.33,21.31,24.38,21.05,25.17,20.74,23.68,3,3,3,3,0,19.45,19.13,7,add. Stam. Flo. In gld. Left
51453,9/30/1999,70.10.139,74.10.046,70,10139,74,10046,10,1,2,1/28/2000,62,3.62,4.69,3.59,4.91,3.95,2.14,2.82,5.05,1.75,2.29,0.99,1.06,1.01,20.71,23.75,19.8,22,20.26,24.27,20.59,21.35,3,3,3,1,0,,,,
51454,9/30/1999,61.10.125,34.10.109,61,10125,34,10109,11,1,1,2/15/2000,80,4.34,4.95,3.87,4.51,3.12,3.42,3.4,5.89,2.65,2.13,1.53,1.44,1.41,14.44,16.85,14.24,18.81,16.11,18.16,15.69,18.6,3,3,3,2,0,13.68,13.98,7,
51454,9/30/1999,61.10.125,34.10.109,61,10125,34,10109,11,1,2,2/16/2000,81,4.22,5.62,4.48,4.64,4.41,3.58,3.76,6.68,2.98,2.91,1.42,1.53,1.24,15.47,17.76,17.13,19.45,17.29,20.04,16.84,19.33,2,3,3,3,0,,,,
51455,9/30/1999,34.10.109,61.10.125,34,10109,61,10125,11,2,1,1/12/2000,46,4.22,4.76,3,4.53,2.32,4.38,3.02,6.97,2.82,3.69,1.4,1.33,1.25,18.89,19.72,16.63,20.97,17.54,22.17,17.55,20.39,3,0,0,2,0,13.58,13.37,7,
51455,9/30/1999,34.10.109,61.10.125,34,10109,61,10125,11,2,2,1/21/2000,55,3.74,4.74,3.85,3.13,2.73,2.77,3.99,6.46,2.48,1.76,1.32,1.25,1.37,13.05,14.16,13.61,16.58,13.66,15.83,13.89,16.34,3,3,3,3,0,,,,
51456,9/30/1999,74.10.046,70.10.139,74,10046,70,10139,10,1,1,1/19/2000,53,5.18,5.88,4.6,4.07,1.58,3.16,3.46,5.93,2.81,2.66,1.22,1.22,1.18,18.16,19.28,17.05,19.95,17.32,21.32,17.68,19.43,3,2,2,1,0,19.87,20.6,7,
51456,9/30/1999,74.10.046,70.10.139,74,10046,70,10139,10,1,2,1/20/2000,54,3.36,4.2,3.75,2.63,2.88,2.79,2.15,4.57,1.31,1.51,0.86,0.93,0.94,11.97,17.73,13.72,15.18,14.37,16.81,13.4,14.43,3,3,3,1,0,,,,
51457,9/30/1999,70.10.139,25.10.081,70,10139,25,10081,10,3,1,1/20/2000,54,5.35,7.39,5.38,4.01,5.2,3.6,3.8,6.97,3.05,2.93,1.47,1.7,1.53,21.17,24.21,19.58,24.65,21.96,26.22,21.34,25.84,3,3,3,4,0,20.42,21.16,7,
51457,9/30/1999,70.10.139,25.10.081,70,10139,25,10081,10,1,2,1/27/2000,61,4.66,6.46,4.01,2.34,7.07,4,3.58,7.21,3.26,3.69,1.47,1.39,1.48,18.93,19.34,17.95,21.51,18.5,20.82,17.81,20.64,3,3,3,2,0,,,,
51458,9/30/1999,80.10.065,20.10.173,80,10065,20,10173,11,1,1,1/21/2000,55,3.74,4.83,3.68,4.47,3.66,2.75,3.1,6.02,2.41,2.6,1.19,1.23,1.23,17.11,21.56,17.24,20.39,18.08,20.51,17.54,19.05,3,3,3,2,0,16.19,15.43,7,
51458,9/30/1999,80.10.065,20.10.173,80,10065,20,10173,11,2,2,2/9/2000,74,4.51,6.09,3.81,2.55,6.17,3.91,3.89,7.29,3.03,2.79,1.41,1.14,1.3,18.03,18.89,16.24,18.58,17.49,21.51,17.05,19.28,2,3,3,2,0,,,,
51459,9/30/1999,62.10.127,62.10.127,62,10127,62,10127,12,3,1,1/4/2000,38,4.22,5.66,4.35,4.76,3.68,3.48,3.52,6.8,3.59,3.44,1.38,1.44,1.4,16.8,19.63,16.71,19.68,15.75,20.24,16.52,18.27,3,3,3,2,1,20.52,20.46,7,
51459,9/30/1999,62.10.127,62.10.127,62,10127,62,10127,12,1,2,1/3/2000,37,5.31,6.01,4.45,4.7,4.61,3.43,2.96,6.55,3.22,2.91,1.29,1.32,1.28,16.51,17.63,13.3,18.59,13.73,20.2,14.8,17.14,3,3,3,2,1,,,,
51460,10/2/1999,33.10.083,2.10.018,33,10083,2,10018,4,1,1,1/19/2000,53,3.85,4.3,3.73,3.61,3.04,2.98,2.8,5.41,2.26,2.24,1.08,1.11,1.11,17.52,19.96,17.64,20.13,17.8,21.32,18.02,19.88,3,3,3,2,0,14.51,14.68,6,
51460,10/2/1999,33.10.083,2.10.018,33,10083,2,10018,4,1,2,2/3/2000,68,3.66,4.59,3.19,3.81,2.89,3.38,3.36,6.55,2.8,2.63,1.18,1.25,1.11,14.64,15.71,14.58,16.69,14.57,17.83,14.55,16.36,3,3,2,2,0,,,,
51461,10/2/1999,27.10.181,46.10.121,27,10181,46,10121,5,3,1,1/19/2000,53,5.28,6.66,4.42,5.5,3.25,3.75,3.74,7.05,3.21,3.62,1.35,1.27,1.34,17.99,19.83,17.42,21.65,18.69,21.38,18.37,21.54,2,3,3,1,0,19.82,19.26,6,
51461,10/2/1999,27.10.181,46.10.121,27,10181,46,10121,5,1,2,1/25/2000,59,5.05,5.64,4.12,4.68,3.03,3.36,3.46,6.45,3.01,3.16,1.57,1.59,1.51,15.79,18.82,16.76,19.66,16.97,20.53,16.3,19.39,3,3,3,1,0,,,,
51462,10/2/1999,14.10.054,23.10.188,14,10054,23,10188,2,1,1,1/16/2000,50,4.7,5.61,4.57,4.63,3.67,4.12,3.7,7.5,2.75,3.36,1.36,1.38,1.31,18.22,20.53,17.06,23.14,19.28,21.43,18.93,22.28,3,3,3,1,0,18.2,17.58,6,
51462,10/2/1999,14.10.054,23.10.188,14,10054,23,10188,2,1,2,1/19/2000,53,4.68,6.31,4.61,3.91,4.29,3.42,3.5,6.72,2.75,3.14,1.33,1.43,1.44,18.81,21.85,17.58,21.8,19.53,23.67,19.81,22.49,3,3,3,1,0,,,,
51463,10/2/1999,74.10.046,81.10.142,74,10046,81,10142,10,1,1,1/18/2000,52,4.05,4.37,4.54,3.79,4.41,4,3.95,7.37,3.08,3.5,1.25,1.3,1.28,17.72,19.56,19.47,19.97,17.66,21,16.93,19.33,3,0,3,2,0,18.17,18.21,6,
51463,10/2/1999,74.10.046,81.10.142,74,10046,81,10142,10,1,2,2/8/2000,73,5.55,6.3,5.58,5.12,5.5,3.5,3.11,6.41,2.91,3.06,1.24,1.27,1.28,20.34,22.13,18.03,22.26,18.92,22,18.6,21.11,3,3,3,3,0,,,,
51464,10/2/1999,31.10.107,78.10.200,31,10107,78,10200,12,1,1,3/16/2000,110,4.37,4.63,3.64,4.42,2.17,3.83,3.47,7.24,2.97,2.81,1.35,1.56,1.38,14.83,16.36,15.34,18.69,16.04,19.24,16.3,18.84,3,3,3,1,0,19.29,18.5,6,
51464,10/2/1999,31.10.107,78.10.200,31,10107,78,10200,12,1,2,3/23/2000,117,3.7,4.75,4.97,4.86,3.11,3.27,3.55,6.53,3.23,3.18,1.48,1.42,1.49,15.13,16.98,15.78,18.36,16.14,18.75,15.77,19.43,3,3,2,2,0,,,,
51465,10/2/1999,74.10.046,81.10.142,74,10046,81,10142,10,1,1,2/24/2000,89,5.13,5.44,4.88,5.24,4.49,3.31,3.5,6.61,3.61,2.77,1.41,1.43,1.44,19.57,21.44,19.59,20.99,17.77,20.94,18.8,20.11,3,3,3,1,0,12.81,12.9,6,
51465,10/2/1999,74.10.046,81.10.142,74,10046,81,10142,10,1,2,3/7/2000,101,5.26,5.81,4.7,5.07,3.58,5,4.04,7.85,3.71,3.63,1.4,1.46,1.37,17.29,19.38,17.29,21.25,19.32,25.49,19.46,24.01,3,3,3,1,0,,,,1 add. St. fl. Gl R
51466,10/2/1999,25.10.081,72.10.141,25,10081,72,10141,10,1,1,1/16/2000,50,3.1,4.64,3.87,4.98,3.25,2.42,2.62,4.98,1.62,2.17,1.11,1.28,1.27,17.67,20.61,17.88,19.27,17.86,21.69,18.4,18.81,3,2,3,3,0,15.41,16.48,6,
51466,10/2/1999,25.10.081,72.10.141,25,10081,72,10141,10,1,2,1/17/2000,51,3.92,5.55,4.05,4.26,3.39,2.38,2.33,5.24,1.87,2.18,1.03,1.2,1.06,19.69,22.68,19.64,22.02,19.32,22.35,18.41,21.09,3,3,3,4,0,,,,
51467,10/2/1999,20.10.173,61.10.125,20,10173,61,10125,11,1,1,1/26/2000,60,4.42,5.09,3.96,4.74,3.67,3.72,4.01,7.56,2.83,2.75,1.29,1.2,1.26,18.05,19.94,17.92,21.14,19.43,23.26,19.26,22.49,2,2,3,2,0,17.77,17.54,6,
51467,10/2/1999,20.10.173,61.10.125,20,10173,61,10125,11,1,2,2/7/2000,72,2.76,3.84,2.34,3.13,4.83,3.99,3.35,6.39,2.71,2.87,1.04,1.13,1.02,18.52,20.21,19.19,21.34,19.53,23.86,19.03,22.96,3,0,3,1,0,,,,
51467,10/2/1999,20.10.173,61.10.125,20,10173,61,10125,11,1,3,2/24/2000,89,4.69,5.01,3.83,4.88,2.79,3.34,3.36,6.38,3.09,2.86,1.45,1.4,1.47,16.41,18.63,16.1,19.92,18.71,21.23,18.01,21.63,3,3,3,1,0,,,,
51468,10/2/1999,34.10.109,3.10.116,34,10109,3,10116,11,3,1,2/15/2000,80,3.79,4.26,3.52,4.54,2.89,3.86,4.81,7.45,3.25,3.22,1.6,1.47,1.54,16.63,18.5,15.93,21.35,17.24,20.55,17.04,20.47,2,3,3,3,0,14.22,13.85,6,
51468,10/2/1999,34.10.109,3.10.116,34,10109,3,10116,11,1,2,2/23/2000,88,3.9,3.95,3.26,4.42,2.37,3.78,3.96,6.86,3.09,2.91,1.57,1.57,1.51,15.31,16.7,14.29,18.68,14.9,18.92,15.42,19,3,3,2,2,0,,,,
51469,10/2/1999,31.10.107,78.10.200,31,10107,78,10200,12,1,1,3/8/2000,102,4.57,5.89,4.59,5.3,2.53,3.14,4.61,6.71,2.2,2.97,1.58,1.57,1.58,14.37,16.71,14.47,18.56,14.21,18.13,15.23,18.71,3,2,3,2,0,16.91,16.71,6,
51469,10/2/1999,31.10.107,78.10.200,31,10107,78,10200,12,1,2,3/24/2000,118,5.38,6.25,4.56,4.93,2.89,3.1,3.13,5.87,1.71,1.85,1.42,1.51,1.45,14.37,16.85,16.38,18.3,16.45,19.53,17.44,19.55,3,3,3,1,0,,,,
51470,10/2/1999,48.10.064,31.10.107,48,10064,31,10107,12,1,1,1/25/2000,59,2.78,3.62,2.64,4.38,3.09,3.11,2.83,5.78,2.27,2.43,1.11,1.16,1.11,16.81,18.74,16.7,17.55,16.04,19.8,15.51,16.68,1,3,1,2,0,16.2,16.23,6,
51470,10/2/1999,48.10.064,31.10.107,48,10064,31,10107,12,3,2,6/4/2000,190,3.9,4.89,3.59,4.92,4.2,2.83,3,5.49,2.6,2.32,1.27,1.27,1.33,21.49,23.84,20.82,24.72,21.07,23.8,21.32,23.81,2,3,2,3,0,,,,
51471,10/2/1999,72.10.141,74.10.046,72,10141,74,10046,10,1,1,2/6/2000,71,4.04,5.13,4,4.81,5.07,3.32,3.94,6.83,3.08,2.81,1.35,1.22,1.15,18.9,21.25,18.05,21.66,18.16,21.51,18.28,20.13,3,3,3,2,0,20.48,20.29,6,
51471,10/2/1999,72.10.141,74.10.046,72,10141,74,10046,10,1,2,2/23/2000,88,5.34,6.75,5.12,4.48,5.93,3.86,3.68,7.25,3.3,3.61,1.57,1.57,1.4,19.01,22.98,19.49,24.16,21.86,26.95,21.74,25.44,3,3,3,3,0,,,,
51472,10/2/1999,74.10.046,25.10.081,74,10046,25,10081,10,1,1,3/14/2000,108,3.77,4.67,3.65,4.82,4.03,4.18,3.33,6.96,3.02,2.95,1.23,1.13,1.17,17.57,20.55,18.17,19.96,20.05,23.1,19.44,21.76,3,0,3,1,0,17.72,17.3,6,
51472,10/2/1999,74.10.046,25.10.081,74,10046,25,10081,10,1,2,3/23/2000,117,4.5,5.3,3.94,4.46,4.26,3.77,4.46,7.66,3.5,3.54,1.55,1.54,1.49,17.18,19.63,17.15,21.44,17.68,21.07,18.45,21.89,3,3,3,3,0,,,,
51473,10/2/1999,81.10.142,81.10.142,81,10142,81,10142,10,1,1,2/15/2000,80,4.93,6.74,4.7,5.23,5.97,3.9,3.95,7.46,3.29,3.46,1.39,1.38,1.33,19.79,22.69,20.53,25.06,20.98,26.5,22.33,25.27,3,3,3,3,1,18.42,18.46,6,
51473,10/2/1999,81.10.142,81.10.142,81,10142,81,10142,10,1,2,2/23/2000,88,5.7,6.42,4.14,5.32,6.14,4.15,5.27,8.51,3.78,3.7,1.48,1.58,1.37,19.8,22,19.38,24.09,20.52,25.41,21.3,24.31,3,1,3,3,1,,,,
51474,10/2/1999,25.10.081,25.10.081,25,10081,25,10081,10,1,1,1/5/2000,39,3.47,3.73,3.41,4.41,4.1,3.27,2.89,6.19,2.69,2.64,1.13,1.28,1.16,16.63,17.56,15.68,17.42,13.7,16.59,13.3,15.34,3,3,2,4,1,18.19,18.56,6,
51474,10/2/1999,25.10.081,25.10.081,25,10081,25,10081,10,3,2,3/9/2000,103,5.35,6.01,4.35,5.59,5.06,3.59,3.83,7.46,3.02,3.01,1.57,1.74,1.65,22.87,24.3,20.98,28.69,23.44,27.66,23.6,30.95,3,3,3,4,1,,,,
51475,10/2/1999,3.10.116,20.10.173,3,10116,20,10173,11,1,1,2/17/2000,82,4.88,5.65,4.71,5.47,4.6,3.7,4.22,7.13,3.31,3.21,1.5,1.54,1.56,17.84,21.66,18.41,24.43,20.29,24.27,20.48,25,3,3,3,3,0,17.34,17.06,6,
51475,10/2/1999,3.10.116,20.10.173,3,10116,20,10173,11,1,2,2/23/2000,88,5.02,6.21,4.61,5.54,3.15,4.11,3.63,7.28,2.58,2.55,1.67,1.73,1.76,18.44,22.02,18.44,25.55,21.64,25.54,21.76,26.08,3,3,3,3,0,,,,
51476,10/2/1999,31.10.107,31.10.107,31,10107,31,10107,12,1,1,3/9/2000,103,2.87,4.85,2.93,4.28,2,3.68,3.36,6.24,2.05,2.94,1.48,1.42,1.44,15.15,16.9,15.17,19.02,14.78,17.43,15.08,18.81,3,3,2,3,1,17.12,16.96,6,
51476,10/2/1999,31.10.107,31.10.107,31,10107,31,10107,12,1,2,3/24/2000,118,4.08,4.84,3.63,5.49,2.38,3.05,3.27,5.64,2.02,1.87,1.42,1.47,1.44,15.26,17.02,14.59,17.89,15.76,18.48,15.65,17.95,3,3,3,2,1,,,,
51477,10/2/1999,10.10.052,78.10.200,10,10052,78,10200,12,2,1,2/3/2000,68,5.12,6.04,4.94,4.79,2.46,3.37,3.28,6.2,3.01,2.68,1.42,1.31,1.33,15.36,17.8,15.25,18.81,14.7,19.69,14.93,17.43,3,3,3,3,0,19.16,18.91,6,
51477,10/2/1999,10.10.052,78.10.200,10,10052,78,10200,12,1,2,2/24/2000,89,4.71,6.88,5.6,4.71,2.98,3.23,2.84,5.85,2.35,2.87,1.54,1.58,1.57,16.39,19.35,16.53,21.22,19.46,22.63,19.22,21.64,2,3,2,3,0,,,,
51478,10/2/1999,10.10.052,11.10.143,10,10052,11,10143,12,1,1,3/20/2000,114,3.87,4.88,3.24,3.72,2.51,3.73,3.46,7.1,2.96,4.34,1.51,1.5,1.64,17.61,19.26,17.65,20.08,17.64,20.2,17.62,21.42,3,4,3,3,0,18.08,18.61,6,
51478,10/2/1999,10.10.052,11.10.143,10,10052,11,10143,12,1,2,3/27/2000,121,4.16,5.36,3.74,4.32,3.88,3.35,4.05,6.68,3.34,3.1,1.28,1.32,1.29,14.22,15.31,14.44,18.67,14.57,17.08,14.58,18.04,3,3,3,2,0,,,,
51479,10/2/1999,48.10.064,11.10.143,48,10064,11,10143,12,1,1,2/3/2000,68,3.67,4.63,3.66,4.55,3.5,3.3,3.37,5.5,2.33,2.42,1.22,1.15,1.2,14.95,17.42,13.96,17.56,12.99,16.97,14.65,15.47,3,2,2,3,0,17.16,17.16,6,
51480,10/2/1999,70.10.139,81.10.142,70,10139,81,10142,10,2,1,3/8/2000,102,4.29,4.94,4.3,4.12,3.08,3.91,5.33,7.86,3.67,3.61,1.42,1.47,1.37,17.54,20.47,18.09,23.29,18.61,21.72,18.08,22.12,3,1,3,3,0,17.64,17.96,6,
51480,10/2/1999,70.10.139,81.10.142,70,10139,81,10142,10,2,2,3/23/2000,117,5.01,5.17,5,4.68,3.79,3.41,3.46,6.55,2.83,3.4,1.4,1.47,1.33,15.53,18.87,15.88,20.87,17.91,20.7,17.64,22.63,3,3,3,2,0,,,,
51481,10/2/1999,81.10.142,25.10.081,81,10142,25,10081,10,1,1,1/31/2000,65,2.91,2.89,2.44,4.04,3.27,2.58,3.26,5.46,2.3,2.32,1.06,1.04,1,17.51,19.5,17.7,17.92,17.55,20.94,17.18,17.41,3,0,3,4,0,18.85,18.1,6,
51481,10/2/1999,81.10.142,25.10.081,81,10142,25,10081,10,1,2,2/29/2000,94,4.46,5.6,4.59,4.59,5.18,4.19,4.29,7.82,3.93,3.64,1.6,1.58,1.68,19.58,21.77,19.43,25.33,20.83,24.97,20.43,25.32,3,3,3,4,0,,,,
51482,10/2/1999,62.10.218,78.10.200,62,10218,78,10200,12,3,1,3/5/2000,99,4.73,5.94,4.32,4.08,3.19,3.17,3.08,5.86,2.26,2.73,1.43,1.43,1.41,17.68,20.38,16.38,19.79,18.24,21.71,17.98,20.36,3,3,3,2,0,19.84,19.48,6,
51482,10/2/1999,62.10.218,78.10.200,62,10218,78,10200,12,3,2,3/5/2000,99,4.16,5.38,4.04,4.45,3.96,3.37,3.37,6.42,2.6,2.67,1.41,1.44,1.44,16.84,20.1,18.9,20.88,18.73,22.12,19.09,20.88,3,3,3,1,0,,,,
51483,10/2/1999,11.10.143,11.10.143,11,10143,11,10143,12,1,1,2/8/2000,73,4.01,5.14,3.94,4.58,2.85,3.6,3.14,6.43,2.69,2.84,1.45,1.21,1.42,16.12,17.72,14.64,19.84,16.44,19.92,16.82,19.45,3,3,3,1,1,19.99,18.65,6,
51483,10/2/1999,11.10.143,11.10.143,11,10143,11,10143,12,1,2,3/24/2000,118,4.17,4.57,3.73,3.84,5.16,4.77,3.72,7.62,3.39,3.99,1.41,1.64,1.41,17.43,17.7,18.34,22.05,19.39,21.49,19.52,23.43,4,3,3,3,1,,,,1 add. St. fl. Gl. R
51485,10/2/1999,10.10.052,62.10.127,10,10052,62,10127,12,1,1,3/1/2000,95,5.62,5.77,4.51,4.87,3.38,2.92,3.36,6.02,2.96,3.1,1.24,1.25,1.24,15.53,18.41,15.9,18.78,18.32,21.44,17.96,20.93,3,3,3,1,0,16.45,16.92,6,
51485,10/2/1999,10.10.052,62.10.127,10,10052,62,10127,12,1,2,3/5/2000,99,3.48,4.56,3.7,4.95,3.58,3.63,3.49,5.97,2.56,2.69,1.06,1.06,1.15,17.72,18.81,17.48,18.31,18.01,20.62,18.38,19.78,3,2,3,1,0,,,,
51486,10/2/1999,72.10.141,25.10.081,72,10141,25,10081,10,1,1,1/28/2000,62,3.52,4.82,4.01,5.27,2.44,2.96,2.89,5.53,1.95,2.62,1.03,1.11,1.1,16.85,20.34,17.78,18.46,17.96,20.22,17.28,17.4,2,2,3,3,0,19.3,14.62,6,
51486,10/2/1999,72.10.141,25.10.081,72,10141,25,10081,10,1,2,2/7/2000,72,3.37,4.22,2.63,4.2,3.42,2.56,2.56,4.81,1.88,1.45,1.1,1.15,1.13,16.95,19.45,17.71,18.23,17.05,20.53,17.21,16.59,3,2,3,1,0,,,,
51487,10/2/1999,70.10.139,72.10.141,70,10139,72,10141,10,1,1,3/20/2000,114,3.46,5.21,4.42,4.37,4.49,2.9,3.29,5.68,2.89,2.83,1.15,1.12,1.22,15.75,17.57,16.86,20.93,16.26,19.2,16.64,21.02,3,3,3,1,0,19.79,19.39,6,
51487,10/2/1999,70.10.139,72.10.141,70,10139,72,10141,10,2,2,3/31/2000,125,4.29,5.1,4.54,4.41,5.26,3.34,3.39,6.41,3.2,3.36,1.24,1.22,1.21,16.83,18.89,17.49,21.07,17.2,20.14,17.52,21.51,3,3,3,2,0,,,,
51488,10/2/1999,81.10.142,72.10.141,81,10142,72,10141,10,2,1,3/20/2000,114,4.13,4.1,3.88,4.76,4.79,4.5,5.2,8.92,4.19,4.24,1.3,1.3,1.3,18.91,22.03,20.85,25.08,20.08,24.9,20.05,23.82,3,2,3,3,0,17.78,16.99,6,
51490,10/2/1999,80.10.065,61.10.204,80,10065,61,10204,11,3,1,2/23/2000,88,4,5.08,4.14,5.84,4.2,2.72,2.83,5.32,2.54,2.14,1.12,1.04,1.18,18.5,23.88,20.46,21.95,19.67,22.85,19.61,21.72,3,3,3,1,0,15.81,16.1,6,
51490,10/2/1999,80.10.065,61.10.204,80,10065,61,10204,11,1,2,3/1/2000,95,6.09,6.07,4.55,6.11,4.95,3.58,3.31,6.7,3.2,3.25,1.37,1.31,1.34,18.23,20.75,18.45,21.28,19.56,22.85,18.97,22.25,3,3,3,2,0,,,,
51491,10/2/1999,3.10.116,75.10.038,3,10116,75,10038,11,1,1,2/23/2000,88,4.27,5.78,4.47,4.61,3.77,3.77,3.67,7.22,3.46,3.22,1.76,1.72,1.57,19.88,21.41,19.77,22.89,20.33,23.82,20.79,22.95,3,2,3,4,0,16.71,17,6,
51491,10/2/1999,3.10.116,75.10.038,3,10116,75,10038,11,1,2,3/27/2000,121,4.28,6.02,4.76,4.81,3.08,3.83,4.49,7.21,3.18,3.14,1.47,1.49,1.43,15.04,17.25,14.93,20.7,17.29,20.08,16.95,21.64,3,3,3,3,0,,,,
51492,10/2/1999,10.10.052,62.10.127,10,10052,62,10127,12,1,1,3/28/2000,122,3.97,3.8,3.05,4.46,4.2,3.23,2.91,6.85,3.19,3.99,1.08,1.11,1.17,15.93,17.38,15.98,18.81,14.36,17.39,15.49,17.77,3,0,3,2,0,15.44,16.22,6,
51492,10/2/1999,10.10.052,62.10.127,10,10052,62,10127,12,1,2,4/5/2000,130,3.03,4.44,3.05,5.18,3.36,2.8,2.86,5.47,2.46,2.59,0.96,1.04,0.98,14.38,17.73,15.56,18.4,15.59,18.34,16.82,18.24,3,3,3,1,0,,,,
51493,10/2/1999,31.10.107,62.10.127,31,10107,62,10127,12,1,1,4/6/2000,131,4.45,4.68,4.36,5.44,2.63,3.77,3.99,6.96,3.32,3.06,1.29,1.28,1.31,16.5,18.05,16.74,20.39,17.38,21.1,18.05,20.07,3,3,3,1,0,17.23,17.27,6,
51493,10/2/1999,31.10.107,62.10.127,31,10107,62,10127,12,3,2,4/11/2000,136,5.09,5.71,4.13,4.49,3.6,3.7,3.62,6.84,3.26,3.72,1.41,1.36,1.39,16.28,17.83,15.65,19.37,16.91,19.67,16.11,20.15,3,3,3,3,0,,,,
51494,10/2/1999,78.10.200,78.10.200,78,10200,78,10200,12,3,1,3/27/2000,121,4.17,6.12,4.9,4.59,2.91,3.57,3.23,6.58,2.19,2.6,1.47,1.56,1.66,16.55,18.26,14.71,19.92,16.3,19.1,15.56,20.04,2,3,2,2,1,15.56,14.93,6,
51494,10/2/1999,78.10.200,78.10.200,78,10200,78,10200,12,1,2,5/21/2000,176,5.06,6.75,4.28,3.45,4.18,2.93,3,5.53,2.34,2.14,1.42,1.36,1.46,16.39,19.84,16.24,20.45,18.13,21.26,18.08,22.45,3,3,3,2,1,,,,
51495,10/2/1999,74.10.046,74.10.046,74,10046,74,10046,10,3,1,3/6/2000,100,4.43,5.79,4.05,5.37,4.65,3.09,3.36,6.08,3.16,2.22,1.32,1.37,1.29,20.01,23.41,20.14,23.06,21.48,24.69,21.64,23.02,3,3,3,1,1,18.83,19.24,6,
51495,10/2/1999,74.10.046,74.10.046,74,10046,74,10046,10,1,2,3/8/2000,102,5.19,5.32,4.4,4.46,4.9,4.66,3.54,7.6,3.58,3.36,1.54,1.48,1.49,17.03,18.7,17.31,20.83,16.85,21.26,16.98,20.95,3,3,3,1,1,,,,
51496,10/2/1999,70.10.139,74.10.046,70,10139,74,10046,10,1,1,3/8/2000,102,6.14,6.83,5.28,4.99,5.89,3.51,4.06,7.06,3.29,3.29,1.63,1.58,1.68,20.52,21.55,19.18,24.67,19.02,23.44,20.08,23.38,3,3,3,2,0,15.6,15.57,6,
51496,10/2/1999,70.10.139,74.10.046,70,10139,74,10046,10,1,2,3/13/2000,107,4.72,5.31,4.39,4.98,2.8,3.76,3.81,6.79,3.28,3.14,1.39,1.47,1.47,17.53,19.34,16.77,20.76,18.28,21.13,18.08,21.78,3,3,3,1,0,,,,
51497,10/2/1999,81.10.142,70.10.139,81,10142,70,10139,10,1,1,3/14/2000,108,4.33,5.36,4.44,4.32,2.91,3.96,3.31,7.05,3.2,3.26,1.28,1.41,1.5,17.86,19.39,16.64,20.31,18.79,22.69,19.43,21.38,3,3,3,2,0,14.26,13.67,6,
51497,10/2/1999,81.10.142,70.10.139,81,10142,70,10139,10,2,2,3/20/2000,114,4.46,6.18,4.24,4.81,5.16,4.04,3.93,7.55,3.19,3.41,1.23,1.41,1.23,19.29,21.94,18.87,22.94,19.92,23.63,20.07,23.78,3,3,2,3,0,,,,
51498,10/2/1999,31.10.107,62.10.127,31,10107,62,10127,12,1,1,4/2/2000,127,4.46,4.81,4.59,4.21,3.87,3.52,3.5,6.07,2.99,2.72,1.17,1.21,1.16,13.09,14.49,13.39,16.37,14.03,16.64,14.4,17.28,3,3,3,2,0,13.44,12.48,6,
51498,10/2/1999,31.10.107,62.10.127,31,10107,62,10127,12,1,2,4/6/2000,131,3.21,4.59,3.47,4.29,1.78,2.88,3.04,5.62,2.86,2.59,1.1,1.1,1.06,12.16,14.77,13.34,15.16,13.43,15.02,13.74,15.32,3,3,3,2,0,,,,
51499,10/2/1999,78.10.200,78.10.200,78,10200,78,10200,12,1,1,3/16/2000,110,4.64,4.62,3.61,4.64,4.81,3.76,3.27,6.62,3.6,2.61,1.45,1.42,1.26,15.52,17.36,14.22,17.86,16.78,19.03,16.48,19.22,0,3,3,2,1,13.98,14.42,6,
51499,10/2/1999,78.10.200,78.10.200,78,10200,78,10200,12,1,2,4/2/2000,127,3.54,5.94,4.74,4.45,2.97,3.1,3.41,5.76,1.69,1.8,1.67,1.61,1.6,15.24,17.96,15.15,18.4,16.11,17.29,15.71,18.53,3,3,3,2,1,,,,
51500,10/2/1999,74.10.046,70.10.139,74,10046,70,10139,10,2,1,2/23/2000,88,5.28,5.98,4.38,5.07,6.01,4.52,3.66,7.14,3.37,2.33,1.43,1.39,1.45,15.83,19.79,15.09,20.76,17.45,21.36,17.29,21.59,3,3,3,3,0,19.23,19.22,6,
51500,10/2/1999,74.10.046,70.10.139,74,10046,70,10139,10,1,2,3/1/2000,95,5.17,5.78,4.48,4.83,4.2,4.07,4.13,7.56,3.59,3.68,1.59,1.6,1.46,15.89,18.72,17.38,21.68,17.08,21.73,17.4,23.21,3,3,3,2,0,,,,
